sourceCode,sourceName,sourceFrequency,sourceAutoAssignedConceptIds,ADD_INFO:ATC_code,ADD_INFO:drug_form,ADD_INFO:strength,ADD_INFO:brand,matchScore,mappingStatus,conceptId
571527,Rhinocort Aqua; Budesonid; 64 mikrogram/dos; NASPSU,1,,R01AD05,NASPSU,64 mikrogram/dos,Rhinocort Aqua,0.5,AUTO_MAPPED,939259
571564,Ciprofloxacin Hexal; Ciprofloxacin; 250 mg; FICOTA,1,,J01MA02,FICOTA,250 mg,Ciprofloxacin Hexal,0.5,AUTO_MAPPED,1797513
571573,Trilafon dekanoat; Perfenazin; 108 mg/ml; SOLINJ,1,,N05AB03,SOLINJ,108 mg/ml,Trilafon dekanoat,0.5,AUTO_MAPPED,733008
571574,Ebetrex; 20 mg/ml; SOIJPS,1,,L01BA01,SOIJPS,20 mg/ml,Ebetrex,0.5,AUTO_MAPPED,1305058
571612,Fluoxetin ratiopharm; Fluoxetin; 20 mg; CAPHAR,1,,N06AB03,CAPHAR,20 mg,Fluoxetin ratiopharm,0.5,AUTO_MAPPED,755695
571653,"Prioderm®; 0,5 %; CUTSOL",1,,P03AX03,CUTSOL,"0,5 %",Prioderm®,0.5,AUTO_MAPPED,993979
571703,Tiparol®; 50 mg; EFFTAB,1,,N02AX02,EFFTAB,50 mg,Tiparol®,0.5,AUTO_MAPPED,1103314
571718,Reyataz®; Atazanavir; 300 mg; CAPHAR,1,,J05AE08,CAPHAR,300 mg,Reyataz®,0.5,AUTO_MAPPED,1727223
571763,NeoRecormon®; Epoetin beta; 4000 IE; SOIJPS,282,,B03XA01,SOIJPS,4000 IE,NeoRecormon®,0.5,AUTO_MAPPED,19001311
571831,Orfiril long; Valproinsyra; 300 mg; PRRECH,1,,N03AG01,PRRECH,300 mg,Orfiril long,0.5,AUTO_MAPPED,745466
571868,"Gadovist®; 1,0 mmol/ml; SOIJPC",1,,V08CA09,SOIJPC,"1,0 mmol/ml",Gadovist®,0.5,AUTO_MAPPED,19048493
571922,"Omnitrope (SurePal); Somatropin (Sandoz); 10 mg/1,5 ml; SOINCA",1,,H01AC01,SOINCA,"10 mg/1,5 ml",Omnitrope (SurePal),0.5,AUTO_MAPPED,1584910
571990,Cefuroxime Stravencon; Cefuroxim; 1500 mg; POSOII,1,,J01DC02,POSOII,1500 mg,Cefuroxime Stravencon,0.5,AUTO_MAPPED,1778162
572019,"Iscador M; 0,01 mg + 0,1 mg + 1 mg; SOLINJ",1,,L,SOLINJ,"0,01 mg + 0,1 mg + 1 mg",Iscador M,0.5,UNCHECKED,0
572023,Mometasone Teva; Mometason; 50 mikrogram/dos; NASPSU,1,,R01AD09,NASPSU,50 mikrogram/dos,Mometasone Teva,0.5,AUTO_MAPPED,905233
572038,Aranesp®; Darbopoetin alfa; 40 mikrogram; SOIJPS,17,,B03XA02,SOIJPS,40 mikrogram,Aranesp®,0.5,AUTO_MAPPED,46234250
572043,Retrovir®; Zidovudin; 300 mg; FICOTA,1,,J05AF01,FICOTA,300 mg,Retrovir®,0.5,AUTO_MAPPED,1710612
572075,Clozapine Sandoz; Klozapin; 25 mg; TABLET,1,,N05AH02,TABLET,25 mg,Clozapine Sandoz,0.5,AUTO_MAPPED,800878
572093,Inflacam; 20 mg/ml; SOLINJ,1,,QM01AC06,SOLINJ,20 mg/ml,Inflacam,0.5,UNCHECKED,0
572131,"Dotarem; 279,3 mg/ml; SOLINJ",1,,V08CA02,SOLINJ,"279,3 mg/ml",Dotarem,0.5,UNCHECKED,0
572235,Oxikodon Actavis; Oxikodon; 20 mg; CAPHAR,1,,N02AA05,CAPHAR,20 mg,Oxikodon Actavis,0.5,AUTO_MAPPED,1124957
572254,"Marozid; Losartan + hydroklortiazid; 50 mg/12,5 mg; FICOTA",1391,,C09DA01,FICOTA,"50 mg/12,5 mg",Marozid,0.5,AUTO_MAPPED,1367500
572257,"Exelon; Rivastigmin; 13,3 mg/24 timmar; TRAPAT",1,,N06DA03,TRAPAT,"13,3 mg/24 timmar",Exelon,0.5,AUTO_MAPPED,733523
572263,"Dotarem; 279,3 mg/ml; SOLINJ",1,,V08CA02,SOLINJ,"279,3 mg/ml",Dotarem,0.5,UNCHECKED,0
572339,"Dotarem; 279,3 mg/ml; SOLINJ",1,,V08CA02,SOLINJ,"279,3 mg/ml",Dotarem,0.5,UNCHECKED,0
572389,Cipralex; Escitalopram; 20 mg/ml; ORDRSO,1,,N06AB10,ORDRSO,20 mg/ml,Cipralex,0.5,AUTO_MAPPED,715939
572411,Omeprazol Actavis; Omeprazol; 10 mg; GARECH,1,,A02BC01,GARECH,10 mg,Omeprazol Actavis,0.5,AUTO_MAPPED,923645
572422,Advagraf; Takrolimus; 5 mg; PRRECH,1,,L04AD02,PRRECH,5 mg,Advagraf,0.5,AUTO_MAPPED,950637
572427,Sildenafil Actavis; Sildenafil; 25 mg; FICOTA,1,,G04BE03,FICOTA,25 mg,Sildenafil Actavis,0.5,AUTO_MAPPED,1316262
572437,Targocid; Teikoplanin; 200 mg; POSOII,1,,J01XA02,POSOII,200 mg,Targocid,0.5,AUTO_MAPPED,19078399
572463,Hizentra; 200 mg/ml; SOLINJ,1,,J06BA01,SOLINJ,200 mg/ml,Hizentra,0.5,UNCHECKED,0
572555,"Zoely; Nomegestrolacetat + estradiol; 2,5 mg/1,5 mg; FICOTA",1,,G03AA14,FICOTA,"2,5 mg/1,5 mg",Zoely,0.5,AUTO_MAPPED,19015533
572642,Onbrez® Breezhaler®; Indakaterol; 150 mikrogram; INPOHC,1,,R03AC18,INPOHC,150 mikrogram,Onbrez® Breezhaler®,0.5,AUTO_MAPPED,40240664
572724,Airflusal Forspiro; Salmeterol + flutikasonpropionat; 50 mikrogram/500 mikrogram/dos; INPOPD,1,,R03AK06,INPOPD,50 mikrogram/500 mikrogram/dos,Airflusal Forspiro,0.5,AUTO_MAPPED,1137529
572741,Levofloxacin Bluefish; Levofloxacin; 500 mg; FICOTA,1,,J01MA12,FICOTA,500 mg,Levofloxacin Bluefish,0.5,AUTO_MAPPED,1742253
572765,Strattera; Atomoxetin; 18 mg; CAPHAR,1,,N06BA09,CAPHAR,18 mg,Strattera,0.5,AUTO_MAPPED,742185
572803,Ipstyl Autogel; Lanreotid; 90 mg; SOIJPS,1,,H01CB03,SOIJPS,90 mg,Ipstyl Autogel,0.5,AUTO_MAPPED,1503501
572804,Stribild; Elvitegravir + kobicistat + emtricitabin + tenofovirdisproxil; 150 mg/150 mg/200 mg/245 mg; FICOTA,1,,J05AR09,FICOTA,150 mg/150 mg/200 mg/245 mg,Stribild,0.5,AUTO_MAPPED,42874212
572837,Bendroflumetiazid Evolan; Bendroflumetiazid; 5 mg; TABLET,1,,C03AA01,TABLET,5 mg,Bendroflumetiazid Evolan,0.5,AUTO_MAPPED,1316354
572847,Rizasmelt; Rizatriptan; 10 mg; ORDITA,1,,N02CC04,ORDITA,10 mg,Rizasmelt,0.5,AUTO_MAPPED,1154077
572849,Firazyr; Ikatibant; 30 mg; SOIJPS,1,,B06AC02,SOIJPS,30 mg,Firazyr,0.5,AUTO_MAPPED,40242044
572861,Glivec®; Imatinib; 400 mg; FICOTA,1,,L01XE01,FICOTA,400 mg,Glivec®,0.5,AUTO_MAPPED,1304107
572863,"Velactis; 1,12 mg/ml; SOLINJ",1,,QG02CB03,SOLINJ,"1,12 mg/ml",Velactis,0.5,UNCHECKED,0
572891,Diflucan; Flukonazol; 150 mg; CAPHAR,1,,J02AC01,CAPHAR,150 mg,Diflucan,0.5,AUTO_MAPPED,1754994
572892,Spiriva; Tiotropiumbromid; 18 mikrogram; INPOHC,1,,R03BB04,INPOHC,18 mikrogram,Spiriva,0.5,AUTO_MAPPED,1106776
572901,Rizatriptan STADA; Rizatriptan; 10 mg; TABLET,1,,N02CC04,TABLET,10 mg,Rizatriptan STADA,0.5,AUTO_MAPPED,1154077
572932,Cytarabine Accord; Cytarabin; 100 mg/ml; SOIJIF,1,,L01BC01,SOIJIF,100 mg/ml,Cytarabine Accord,0.5,AUTO_MAPPED,1311078
572938,Omecat; Omeprazol; 20 mg; GARECH,630,,A02BC01,GARECH,20 mg,Omecat,0.5,AUTO_MAPPED,19019418
572940,Esomeprazol Pensa; Esomeprazol; 20 mg; GARETA,1199,,A02BC05,GARETA,20 mg,Esomeprazol Pensa,0.5,AUTO_MAPPED,904457
572951,Valsartan/Hydrochlorothiazide Teva; Valsartan + hydroklortiazid; 160 mg/25 mg; FICOTA,689,,C09DA03,FICOTA,160 mg/25 mg,Valsartan/Hydrochlorothiazide Teva,0.5,AUTO_MAPPED,1308842
573041,Zemplar; Parikalcitol; 1 mikrogram; CAPSOF,1,,H05BX02,CAPSOF,1 mikrogram,Zemplar,0.5,AUTO_MAPPED,1517740
573060,ABILIFY MAINTENA; Aripiprazol; 400 mg; PSPRSS,1,,N05AX12,PSPRSS,400 mg,ABILIFY MAINTENA,0.5,AUTO_MAPPED,757688
573064,"Oxis® Turbuhaler®; Formoterol; 4,5 mikrogram/dos; INHPOW",1,,R03AC13,INHPOW,"4,5 mikrogram/dos",Oxis® Turbuhaler®,0.5,AUTO_MAPPED,1196677
573072,MIRVASO; 3 mg/g; GEL1,1,,D11AX21,GEL1,3 mg/g,MIRVASO,0.5,AUTO_MAPPED,915542
573087,HyQvia; 100 mg/ml; SOLINF,1,,J06BA,SOLINF,100 mg/ml,HyQvia,0.5,UNCHECKED,0
573109,ABILIFY MAINTENA; Aripiprazol; 400 mg; PSPRSS,1,,N05AX12,PSPRSS,400 mg,ABILIFY MAINTENA,0.5,AUTO_MAPPED,757688
573111,Propolipid; Propofol; 20 mg/ml; EMINIF,1,,N01AX10,EMINIF,20 mg/ml,Propolipid,0.5,AUTO_MAPPED,753626
573117,Ranitidin Apofri; 150 mg; FICOTA,1,,A02BA02,FICOTA,150 mg,Ranitidin Apofri,0.5,AUTO_MAPPED,961047
573135,Campral; Akamprosat; 333 mg; GARETA,1,,N07BB03,GARETA,333 mg,Campral,0.5,AUTO_MAPPED,19043959
573137,Ziprasidone Sandoz; Ziprasidon; 20 mg; CAPHAR,1,,N05AE04,CAPHAR,20 mg,Ziprasidone Sandoz,0.5,AUTO_MAPPED,712615
573142,Nasonex; Mometason; 50 mikrogram/dos; NASPSU,1,,R01AD09,NASPSU,50 mikrogram/dos,Nasonex,0.5,AUTO_MAPPED,905233
573157,"Inflacam; 2,5 mg; CHETAB",1,,QM01AC06,CHETAB,"2,5 mg",Inflacam,0.5,UNCHECKED,0
573177,DuoTrav; Travoprost + timolol; 40 mikrogram/ml + 5 mg/ml; EYDRSO,1,,S01ED51,EYDRSO,40 mikrogram/ml + 5 mg/ml,DuoTrav,0.5,AUTO_MAPPED,904501
573193,Repaglinide Accord; Repaglinid; 2 mg; TABLET,538,,A10BX02,TABLET,2 mg,Repaglinide Accord,0.5,AUTO_MAPPED,19023426
573228,Mabthera®; Rituximab; 100 mg; COSINF,1,,L01XC02,COSINF,100 mg,Mabthera®,0.5,AUTO_MAPPED,1314273
573271,"Ventoline Diskus; Salbutamol; 0,2 mg/dos; INPOPD",1,,R03AC02,INPOPD,"0,2 mg/dos",Ventoline Diskus,0.5,AUTO_MAPPED,1154343
573279,Evorel®; Estradiol; 25 mikrogram/24 timmar; TRAPAT,1,,G03CA03,TRAPAT,25 mikrogram/24 timmar,Evorel®,0.5,AUTO_MAPPED,1548195
573285,Tecfidera; Dimetylfumarat; 240 mg; GARECH,1,,N07XX09,GARECH,240 mg,Tecfidera,0.5,AUTO_MAPPED,43526424
573287,Evorel®; Estradiol; 25 mikrogram/24 timmar; TRAPAT,1,,G03CA03,TRAPAT,25 mikrogram/24 timmar,Evorel®,0.5,AUTO_MAPPED,1548195
573289,Tavara; Atorvastatin; 20 mg; FICOTA,518,,C10AA05,FICOTA,20 mg,Tavara,0.5,AUTO_MAPPED,19123592
573292,Ceftriaxon MIP; Ceftriaxon; 1 g; POSOII,1,,J01DD04,POSOII,1 g,Ceftriaxon MIP,0.5,AUTO_MAPPED,1777806
573325,Rispolept Consta; Risperidon; 25 mg; PSPRSI,1,,N05AX08,PSPRSI,25 mg,Rispolept Consta,0.5,AUTO_MAPPED,735979
573352,Ido-C® Apelsin; Askorbinsyra; 1 g; EFFTAB,1,,A11GA01,EFFTAB,1 g,Ido-C® Apelsin,0.5,AUTO_MAPPED,19011773
573381,Cyklofosfamid Ebb; Cyklofosfamid; POSOIJ,1,,L01AA01,POSOIJ,,Cyklofosfamid Ebb,0.5,AUTO_MAPPED,1310317
573382,Harvoni; 90 mg/400 mg; FICOTA,1,,J05AX65,FICOTA,90 mg/400 mg,Harvoni,0.5,UNCHECKED,0
573391,ORENCIA; Abatacept; 250 mg; PCSOIF,1,,L04AA24,PCSOIF,250 mg,ORENCIA,0.5,AUTO_MAPPED,1186087
573419,Levetiracetam Orion; 500 mg; FICOTA,1,,N03AX14,FICOTA,500 mg,Levetiracetam Orion,0.5,AUTO_MAPPED,711584
573435,"Exelon; Rivastigmin; 13,3 mg/24 timmar; TRAPAT",1,,N06DA03,TRAPAT,"13,3 mg/24 timmar",Exelon,0.5,AUTO_MAPPED,733523
573436,Memantine-Merz; Memantin; 20 mg; FICOTA,1,,N06DX01,FICOTA,20 mg,Memantine-Merz,0.5,AUTO_MAPPED,701322
573438,"Trifexis; 665 mg/11,1 mg; CHETAB",1,,QP54AB51,CHETAB,"665 mg/11,1 mg",Trifexis,0.5,UNCHECKED,0
573441,Celebrex; Celecoxib; 200 mg; CAPHAR,1,,M01AH01,CAPHAR,200 mg,Celebrex,0.5,AUTO_MAPPED,1118084
573477,Herceptin®; Trastuzumab; 150 mg; PCSOIF,1,,L01XC03,PCSOIF,150 mg,Herceptin®,0.5,AUTO_MAPPED,1387104
573493,Roferon®-A; 3 milj IE; SOIJPS,1,,L03AB04,SOIJPS,3 milj IE,Roferon®-A,0.5,AUTO_MAPPED,1379969
573501,"Roferon®-A; 4,5 milj IE; SOIJPS",1,,L03AB04,SOIJPS,"4,5 milj IE",Roferon®-A,0.5,AUTO_MAPPED,1379969
573526,Advagraf; Takrolimus; 3 mg; PRRECH,1,,L04AD02,PRRECH,3 mg,Advagraf,0.5,AUTO_MAPPED,950637
573550,Fevarin®; Fluvoxamin; 50 mg; FICOTA,1,,N06AB08,FICOTA,50 mg,Fevarin®,0.5,AUTO_MAPPED,751412
573563,Somatuline Autogel; Lanreotid; 60 mg; SOIJPS,1,,H01CB03,SOIJPS,60 mg,Somatuline Autogel,0.5,AUTO_MAPPED,1503501
573576,Fucidin®; Fusidinsyra; 2 %; CREAM,1,,D06AX01,CREAM,2 %,Fucidin®,0.5,AUTO_MAPPED,19010400
573594,Citalopram Sandoz; Citalopram; 30 mg; FICOTA,1,,N06AB04,FICOTA,30 mg,Citalopram Sandoz,0.5,AUTO_MAPPED,797617
573595,Diprasorin; Acetylsalicylsyra + dipyridamol; 200 mg/25 mg; MORCAH,635,,B01AC30,MORCAH,200 mg/25 mg,Diprasorin,0.5,AUTO_MAPPED,19135879
573599,"Valsartore Comp; Valsartan + hydroklortiazid; 80 mg/12,5 mg; FICOTA",21,,C09DA03,FICOTA,"80 mg/12,5 mg",Valsartore Comp,0.5,AUTO_MAPPED,1308842
573613,Altermol; Paracetamol + kodein; 500 mg/30 mg; TABLET,1,,N02AA59,TABLET,500 mg/30 mg,Altermol,0.5,AUTO_MAPPED,1125315
573634,Meronem®; Meropenem; 500 mg; POSOII,1,,J01DH02,POSOII,500 mg,Meronem®,0.5,AUTO_MAPPED,1709170
573642,Meronem®; Meropenem; 1 g; POSOII,1,,J01DH02,POSOII,1 g,Meronem®,0.5,AUTO_MAPPED,1709170
573646,Ebixa; Memantin; 5 mg/pumpning; ORASOL,1,,N06DX01,ORASOL,5 mg/pumpning,Ebixa,0.5,AUTO_MAPPED,701322
573748,Norocarp vet; 20 mg; CHETAB,1,,QM01AE91,CHETAB,20 mg,Norocarp vet,0.5,UNCHECKED,0
573758,Imigran; Sumatriptan; 50 mg; TABLET,1,,N02CC01,TABLET,50 mg,Imigran,0.5,AUTO_MAPPED,1140643
573808,Imigran; Sumatriptan; 50 mg; TABLET,1,,N02CC01,TABLET,50 mg,Imigran,0.5,AUTO_MAPPED,1140643
573864,ZYPADHERA; Olanzapin; 300 mg; PSSUIJ,1,,N05AH03,PSSUIJ,300 mg,ZYPADHERA,0.5,AUTO_MAPPED,785788
573865,Isoptin retard; Verapamil; 120 mg; PRRETA,1,,C08DA01,PRRETA,120 mg,Isoptin retard,0.5,AUTO_MAPPED,1307863
573873,Isoptin retard; Verapamil; 120 mg; PRRETA,6688,,C08DA01,PRRETA,120 mg,Isoptin retard,0.5,AUTO_MAPPED,40171849
573881,"Lomudal Nasal; Natriumkromoglikat; 5,2 mg/dos; NASPSO",1,,R01AC01,NASPSO,"5,2 mg/dos",Lomudal Nasal,0.5,AUTO_MAPPED,1152631
573883,Danafusin; Alfuzosin; 10 mg; PRRETA,1,,G04CA01,PRRETA,10 mg,Danafusin,0.5,AUTO_MAPPED,930021
573888,Pradaxa; Dabigatran etexilat; 150 mg; CAPHAR,1,,B01AE07,CAPHAR,150 mg,Pradaxa,0.5,AUTO_MAPPED,40228152
573899,"Lomudal Nasal; Natriumkromoglikat; 5,2 mg/dos; NASPSO",1,,R01AC01,NASPSO,"5,2 mg/dos",Lomudal Nasal,0.5,AUTO_MAPPED,1152631
573903,Atrovent; Ipratropium; 20 mikrogram/dos; PRINSO,1,,R03BB01,PRINSO,20 mikrogram/dos,Atrovent,0.5,AUTO_MAPPED,1112921
573951,Artzal; Hyaluronsyra (Artzal); 10 mg/ml; SOLINJ,1,,M09AX01,SOLINJ,10 mg/ml,Artzal,0.5,AUTO_MAPPED,798336
573964,Survanta®-Vent; 25 mg/ml; ETPISU,1,,R07AA02,ETPISU,25 mg/ml,Survanta®-Vent,0.5,UNCHECKED,0
573998,Borgal® vet.; 200 mg/ml + 40 mg/ml; SOLINJ,1,,QJ01EW13,SOLINJ,200 mg/ml + 40 mg/ml,Borgal® vet.,0.5,UNCHECKED,0
574008,Loxicom; 1 mg; CHETAB,1,,QM01AC06,CHETAB,1 mg,Loxicom,0.5,UNCHECKED,0
574018,Crestor; Rosuvastatin; 10 mg; FICOTA,106,,C10AA07,FICOTA,10 mg,Crestor,0.5,AUTO_MAPPED,40165245
574041,"Emselex®; Darifenacin; 7,5 mg; PRRETA",1,,G04BD10,PRRETA,"7,5 mg",Emselex®,0.5,AUTO_MAPPED,916230
574062,"Exelon®; Rivastigmin; 4,6 mg/24 timmar; TRAPAT",1,,N06DA03,TRAPAT,"4,6 mg/24 timmar",Exelon®,0.5,AUTO_MAPPED,733523
574086,ERYSENG PARVO; SUSINJ,1,,QI09AL01,SUSINJ,,ERYSENG PARVO,0.5,UNCHECKED,0
574109,Escitalopram STADA; Escitalopram; 10 mg; FICOTA,1,,N06AB10,FICOTA,10 mg,Escitalopram STADA,0.5,AUTO_MAPPED,715939
574189,Prograf; Takrolimus; 1 mg; CAPHAR,1,,L04AD02,CAPHAR,1 mg,Prograf,0.5,AUTO_MAPPED,950637
574204,Fentanyl Lavipharm; Fentanyl; 100 mikrogram/timme; TRAPAT,1,,N02AB03,TRAPAT,100 mikrogram/timme,Fentanyl Lavipharm,0.5,AUTO_MAPPED,1154029
574206,Gemcitabin Sandoz; Gemcitabin; 40 mg/ml; COSINF,1,,L01BC05,COSINF,40 mg/ml,Gemcitabin Sandoz,0.5,AUTO_MAPPED,1314924
574218,Victoza; Liraglutid; 6 mg/ml; SOINPP,5133,,A10BX07,SOINPP,6 mg/ml,Victoza,0.5,AUTO_MAPPED,46234110
574252,Esomeprazol Actavis; Esomeprazol; 40 mg; GARETA,280,,A02BC05,GARETA,40 mg,Esomeprazol Actavis,0.5,AUTO_MAPPED,904458
574311,"MIRAPEXIN®; Pramipexol; 0,26 mg; PRRETA",1,,N04BC05,PRRETA,"0,26 mg",MIRAPEXIN®,0.5,AUTO_MAPPED,720810
574343,Pevaryl®; 1 %; GEL1,1,,D01AC03,GEL1,1 %,Pevaryl®,0.5,AUTO_MAPPED,940864
574389,Tolterodin Mylan; Tolterodin; 2 mg; PRRECH,1,,G04BD07,PRRECH,2 mg,Tolterodin Mylan,0.5,AUTO_MAPPED,913782
574392,Zyrlex; Cetirizin; 10 mg; FICOTA,1,,R06AE07,FICOTA,10 mg,Zyrlex,0.5,AUTO_MAPPED,1149196
574398,NeoRecormon®; Epoetin beta; 2000 IE; SOIJPS,11,,B03XA01,SOIJPS,2000 IE,NeoRecormon®,0.5,AUTO_MAPPED,19001311
574423,Perjeta; 420 mg; COSINF,1,,L01XC13,COSINF,420 mg,Perjeta,0.5,AUTO_MAPPED,42801287
574436,Vimpat; Lakosamid; 100 mg; FICOTA,1,,N03AX18,FICOTA,100 mg,Vimpat,0.5,AUTO_MAPPED,19087394
574437,Abilify; Aripiprazol; 1 mg/ml; ORASOL,1,,N05AX12,ORASOL,1 mg/ml,Abilify,0.5,AUTO_MAPPED,757688
574438,Naprocur; Naproxen; 250 mg; GARETA,376,,M01AE02,GARETA,250 mg,Naprocur,0.5,AUTO_MAPPED,19008095
574462,Ketipinor; Kvetiapin; 150 mg; PRRETA,1,,N05AH04,PRRETA,150 mg,Ketipinor,0.5,AUTO_MAPPED,766814
574467,Inderal Retard; Propranolol; 160 mg; PRRECH,1434,,C07AA05,PRRECH,160 mg,Inderal Retard,0.5,AUTO_MAPPED,40163326
574469,"SUTENT®; Sunitinib; 12,5 mg; CAPHAR",1,,L01XE04,CAPHAR,"12,5 mg",SUTENT®,0.5,AUTO_MAPPED,1336539
574475,Logimax; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,174,,C07FB02,PRRETA,5 mg/50 mg,Logimax,0.5,AUTO_MAPPED,1307046
574509,Logimax; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,1034,,C07FB02,PRRETA,5 mg/50 mg,Logimax,0.5,AUTO_MAPPED,1307046
574517,Logimax; Metoprolol+felodipin; 5 mg/50 mg; PRRETA,1,,C07FB02,PRRETA,5 mg/50 mg,Logimax,0.5,AUTO_MAPPED,1307046
574541,Imigran®; Sumatriptan; 50 mg; TABLET,1,,N02CC01,TABLET,50 mg,Imigran®,0.5,AUTO_MAPPED,1140643
574556,Escitalopram Accord; Escitalopram; 10 mg; FICOTA,1,,N06AB10,FICOTA,10 mg,Escitalopram Accord,0.5,AUTO_MAPPED,715939
574557,Rizatriptan Aurobindo; Rizatriptan; 10 mg; TABLET,1,,N02CC04,TABLET,10 mg,Rizatriptan Aurobindo,0.5,AUTO_MAPPED,1154077
574558,Pentasa Sachet; Mesalazin; 1 g; PRREGR,1,,A07EC02,PRREGR,1 g,Pentasa Sachet,0.5,AUTO_MAPPED,968426
574566,Pentasa Sachet; Mesalazin; 1 g; PRREGR,1,,A07EC02,PRREGR,1 g,Pentasa Sachet,0.5,AUTO_MAPPED,968426
574574,Imigran®; Sumatriptan; 50 mg; TABLET,1,,N02CC01,TABLET,50 mg,Imigran®,0.5,AUTO_MAPPED,1140643
574580,"Daivobet; Kalcipotriol + betametason; 50 mikrogram/g + 0,5 mg/g; OINTME",1,,D05AX52,OINTME,"50 mikrogram/g + 0,5 mg/g",Daivobet,0.5,AUTO_MAPPED,908921
574582,Imigran®; 100 mg; TABLET,1,,N02CC01,TABLET,100 mg,Imigran®,0.5,AUTO_MAPPED,1140643
574584,Arcoxia; Etoricoxib; 90 mg; FICOTA,1,,M01AH05,FICOTA,90 mg,Arcoxia,0.5,AUTO_MAPPED,19011355
574607,Memantine ratiopharm; Memantin; 20 mg; FICOTA,1,,N06DX01,FICOTA,20 mg,Memantine ratiopharm,0.5,AUTO_MAPPED,701322
574608,Sabrilex; Vigabatrin; 500 mg; FICOTA,1,,N03AG04,FICOTA,500 mg,Sabrilex,0.5,AUTO_MAPPED,19020002
574615,Synjardy; 5 mg/1000 mg; FICOTA,1,,A10BD20,FICOTA,5 mg/1000 mg,Synjardy,0.5,UNCHECKED,0
574672,"Piperacillin/Tazobactam Stragen; Piperacillin + tazobaktam; 2 g/0,25 g; POSOIF",1,,J01CR05,POSOIF,"2 g/0,25 g",Piperacillin/Tazobactam Stragen,0.5,AUTO_MAPPED,1746114
574693,Oxydorine Depot; Oxikodon; 40 mg; PRRETA,1,,N02AA05,PRRETA,40 mg,Oxydorine Depot,0.5,AUTO_MAPPED,1124957
574831,"Cetraxal Comp; 3 mg/ml + 0,25 mg/ml; EADRSO",1,,S02CA05,EADRSO,"3 mg/ml + 0,25 mg/ml",Cetraxal Comp,0.5,UNCHECKED,0
574848,Pentasa Sachet; Mesalazin; 1 g; PRREGR,1,,A07EC02,PRREGR,1 g,Pentasa Sachet,0.5,AUTO_MAPPED,968426
574868,"Letrozol Actavis; Letrozol; 2,5 mg; FICOTA",1,,L02BG04,FICOTA,"2,5 mg",Letrozol Actavis,0.5,AUTO_MAPPED,1315946
574889,Sotalol Mylan; Sotalol; 80 mg; TABLET,96421,,C07AA07,TABLET,80 mg,Sotalol Mylan,0.5,AUTO_MAPPED,40173997
574905,Tiparol® Retard; Tramadol; 100 mg; PRRETA,1,,N02AX02,PRRETA,100 mg,Tiparol® Retard,0.5,AUTO_MAPPED,1103314
574986,Brilique; Tikagrelor; 90 mg; FICOTA,1,,B01AC24,FICOTA,90 mg,Brilique,0.5,AUTO_MAPPED,40241186
574997,"Omnitrope (SurePal); Somatropin (Sandoz); 10 mg/1,5 ml; SOINCA",1,,H01AC01,SOINCA,"10 mg/1,5 ml",Omnitrope (SurePal),0.5,AUTO_MAPPED,1584910
575019,Amoxicillin Mylan; Amoxicillin; 500 mg; CAPHAR,1,,J01CA04,CAPHAR,500 mg,Amoxicillin Mylan,0.5,AUTO_MAPPED,1713332
575090,Oxycodone G.L.; Oxikodon; 5 mg; FICOTA,1,,N02AA05,FICOTA,5 mg,Oxycodone G.L.,0.5,AUTO_MAPPED,1124957
575120,Versatis; Lidokain; 5 %; MEDPAT,1,,N01BB02,MEDPAT,5 %,Versatis,0.5,AUTO_MAPPED,989878
575151,Clarithromycin Aurobindo; Klaritromycin; 250 mg; FICOTA,1,,J01FA09,FICOTA,250 mg,Clarithromycin Aurobindo,0.5,AUTO_MAPPED,1750500
575160,Fluvastatin Bluefish; Fluvastatin; 80 mg; PRRETA,1,,C10AA04,PRRETA,80 mg,Fluvastatin Bluefish,0.5,AUTO_MAPPED,1549686
575181,Mitoxantron Ebewe; Mitoxantron; 2 mg/ml; COSINF,1,,L01DB07,COSINF,2 mg/ml,Mitoxantron Ebewe,0.5,AUTO_MAPPED,1309188
575191,Ventoline®; 2 mg; TABLET,1,,R03CC02,TABLET,2 mg,Ventoline®,0.5,AUTO_MAPPED,1154343
575214,Escitalopram Actavis; Escitalopram; 20 mg; FICOTA,1,,N06AB10,FICOTA,20 mg,Escitalopram Actavis,0.5,AUTO_MAPPED,715939
575232,Ingelvac MycoFLEX; SUSINJ,1,,QI09AB13,SUSINJ,,Ingelvac MycoFLEX,0.5,UNCHECKED,0
575246,Cyramza; 10 mg/ml; COSINF,1,,L01XC21,COSINF,10 mg/ml,Cyramza,0.5,AUTO_MAPPED,44818489
575251,Oxikodon Depot Acino; Oxikodon; 80 mg; PRRETA,1,,N02AA05,PRRETA,80 mg,Oxikodon Depot Acino,0.5,AUTO_MAPPED,1124957
575254,Nplate; Romiplostim; 500 mikrogram; PSSOIJ,1,,B02BX04,PSSOIJ,500 mikrogram,Nplate,0.5,AUTO_MAPPED,19032407
575324,Zoloft®; Sertralin; 50 mg; FICOTA,1,,N06AB06,FICOTA,50 mg,Zoloft®,0.5,AUTO_MAPPED,739138
