VARUNR,LNAMN,FREQUENCY,TARGET_CONCEPT_ID,TARGET_CONCEPT_NAME,TARGET_CONCEPT_CLASS_ID
14926,"Xefo Akut, filmdragerad tablett 8 mg",54,19101639,lornoxicam 8 MG Oral Tablet,Clinical Drug
19274,Brexidol dospulv 20mg,54,1146916,Piroxicam 20 MG,Clinical Drug Comp
25187,Glimepirid Copyfarm tabl 1mg,54,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
25604,Amlodipin Winthrop tabl 10mg,54,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
61848,"Retacrit, inj-vätska, lösning, förfylld spruta 40",54,NA,NA,Not Mapped*
113421,"Eucreas, filmdragerad tablett 50 mg/1000 mg Novart",54,NA,NA,Not Mapped*
127909,"Retacrit, inj-vätska, lösning, förfylld spruta 100",54,NA,NA,Not Mapped*
405647,"Aethoxysklerol, inj-vätska, lösning 30 mg/ml",54,46275752,polidocanol Injection,Clinical Drug Form
441344,"Actelsar HCT, tablett 80 mg/12,5 mg",54,NA,NA,Not Mapped*
41216,"Emerade, inj-vätska, lösning, förfylld injektionsp",53,1343916,Epinephrine,Ingredient
61346,"Ibuprofen Orifarm, filmdragerad tablett 200 mg",53,19078461,Ibuprofen 200 MG Oral Tablet,Clinical Drug
67502,"Losartan Ranbaxy, filmdragerad tablett 50 mg",53,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
105870,"Pantoprazol Pensa, enterotablett 40 mg",53,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
149426,"Retacrit, inj-vätska, lösning, förfylld spruta 30",53,NA,NA,Not Mapped*
177674,"Glukosamin Apofri, kapsel, hård 625 mg",53,19129265,Glucosamine 625 MG,Clinical Drug Comp
507676,"Naproxen Bluefish, tablett 250 mg",53,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
512363,"Aranesp, inj-vätska, lösning, förfylld spruta 50 m",53,46234250,darbepoetin alfa Injection,Clinical Drug Form
692092,"Loniten, tablett 2,5 mg",53,40065457,Minoxidil Oral Tablet,Clinical Drug Form
13388,"Actrapid NovoLet, inj-vätska, lösning, förfylld pe",52,1596977,"Regular Insulin, Human",Ingredient
14932,"Lisinopril Arrow, tablett 2,5 mg",52,1308250,Lisinopril 2.5 MG Oral Tablet,Clinical Drug
55990,"NovoNorm, tablett 2 mg EuroPharma Sverige AB",52,19023426,repaglinide 2 MG Oral Tablet,Clinical Drug
85242,"MicardisPlus, tablett 80/12,5 mg Paranova Läkemede",52,NA,NA,Not Mapped*
375912,"Januvia, filmdragerad tablett 50 mg Cross Pharma A",52,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
474079,"Atorvastatin Mylan, filmdragerad tablett 10 mg",52,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
476549,"NeoRecormon, inj-vätska, lösning, förfylld spruta",52,NA,NA,Not Mapped*
497194,"Omeprazol Bluefish, enterokapsel, hård 10 mg",52,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
582739,"Lesamor, tablett 80 mg/12,5 mg",52,NA,NA,Not Mapped*
22157,"Inegy, Tablett 10 mg/40 mg",51,NA,NA,Not Mapped*
23987,"Meloxicam HEXAL, tablett 7,5 mg",51,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
26141,"Losartan Orifarm, filmdragerad tablett 12,5 mg",51,1367533,Losartan 12.5 MG Oral Tablet,Clinical Drug
53617,"Retacrit, inj-vätska, lösning, förfylld spruta 300",51,NA,NA,Not Mapped*
129818,"Omeprazol Alternova, enterotablett 20 mg",51,19102189,Omeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
472083,"Esomeprazol Actavis, enterotablett 40 mg",51,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
474582,"Valsartan/Hydrochlorothiazide Sandoz, filmdragerad",51,NA,NA,Not Mapped*
476758,"Esomeprazol Orion, enterotablett 20 mg",51,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
482603,"Crestor, filmdragerad tablett 20 mg AstraZeneca AB",51,40165253,Rosuvastatin calcium 20 MG Oral Tablet,Clinical Drug
511717,"Zantac Brus, Brustablett 150 mg Orifarm AB",51,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
34170,"Lansoprazol Mylan, enterokapsel, hård 15 mg",50,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
66308,Captopril Medis tabl 50mg,50,19074673,Captopril 50 MG Oral Tablet,Clinical Drug
131014,"Ventavis, lösning för nebulisator 10 mikrogram/ml",50,1344992,Iloprost,Ingredient
164137,"Isosorbidmononitrat Mylan, tablett 20 mg",50,19069136,Isosorbide Mononitrate,Ingredient
596749,"Valsartan Teva, filmdragerad tablett 320 mg",50,19096677,valsartan 320 MG Oral Tablet,Clinical Drug
16954,"Lanzo, munsönderfallande tablett 30 mg Pfizer AB",49,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
19243,Amlodipin Hexal tabl  5mg,49,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
92176,"Esomeprazol Krka, enterokapsel, hård 20 mg",49,19123103,Esomeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
126795,"Nixacid, enterokapsel, hård 30 mg",49,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
189731,"EpiPen, inj-vätska, lösning, förfylld injektionspe",49,1343916,Epinephrine,Ingredient
248450,"Gink-Yo, filmdragerad tablett",49,NA,NA,Not Mapped*
416135,"Simvastatin Bluefish, filmdragerad tablett 80 mg",49,19023563,Simvastatin 80 MG Oral Tablet,Clinical Drug
553062,"Levemir, inj-vätska, lösning, cylinderamp 100 E/ml",49,1516976,insulin detemir,Ingredient
598968,"Torasemid 2care4, tablett 5 mg",49,942385,torsemide 5 MG Oral Tablet,Clinical Drug
3584,"Enalapril comp ratiopharm, tablett 20 mg/12,5 mg",48,NA,NA,Not Mapped*
16697,"Omeprazol ratiopharm, enterokapsel, hård 10 mg",48,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
24330,Pravastatin Copyfarm tabl 40mg,48,40175400,Pravastatin Sodium 40 MG Oral Tablet,Clinical Drug
98538,"Atorvastatin Sandoz, Filmdragerad tablett 10 mg",48,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
410076,"Accupro, filmdragerad tablett 5 mg",48,19079436,quinapril 5 MG Oral Tablet,Clinical Drug
444834,"NeoRecormon, inj-vätska, lösning, förfylld spruta",48,NA,NA,Not Mapped*
545864,"Repaglinide Krka, Tablett 0,5 mg",48,19023425,repaglinide 0.5 MG Oral Tablet,Clinical Drug
788430,Regitin inj 10mg/ml,48,1335539,Phentolamine,Ingredient
804956,Effortil Perlongett kapsl 25mg,48,19050457,Etilefrine 25 MG,Clinical Drug Comp
28456,Nicangin brustabl 1g,47,1517824,Niacin,Ingredient
86163,"Galieve Peppermint, Tuggtablett",47,40092331,alginic acid Chewable Tablet,Clinical Drug Form
89548,"Janumet, filmdragerad tablett 50 mg/1000 mg Medart",47,NA,NA,Not Mapped*
118919,"Furosemid Recip, inj-vätska, lösning 10 mg/ml",47,956874,Furosemide,Ingredient
165001,Proctosedyl supp,47,975125,Hydrocortisone,Ingredient
447688,"Atorvastatin Pfizer, filmdragerad tablett 10 mg",47,1545997,atorvastatin 10 MG Oral Tablet,Clinical Drug
820346,Trental depottabl 400mg,47,19079220,Pentoxifylline 400 MG Extended Release Oral Tablet,Clinical Drug
18698,Ranitidin Stada tabl 150mg,46,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
27159,"BYETTA, inj-vätska, lösning, förfylld penna 5 mikr",46,46234120,exenatide Pen Injector,Clinical Drug Form
29980,"Simvastatin Bluefish, Filmdragerad tablett 10 mg",46,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
48292,"Metformin Sandoz, filmdragerad tablett 850 mg",46,40164946,Metformin hydrochloride 850 MG Oral Tablet,Clinical Drug
141441,"Celecoxib Krka, kapsel, hård 100 mg",46,19081052,celecoxib 100 MG,Clinical Drug Comp
143793,"Tanlozid, filmdragerad tablett 100 mg/25 mg",46,NA,NA,Not Mapped*
421653,"Aranesp, inj-vätska, lösning, förfylld spruta 500",46,46234250,darbepoetin alfa Injection,Clinical Drug Form
570055,"Simidon, Filmdragerad tablett 10 mg",46,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
25009,"Burana, filmdragerad tablett 400 mg",45,19019072,Ibuprofen 400 MG Oral Tablet,Clinical Drug
29083,"Competact, filmdragerad tablett 15 mg/850 mg Paran",45,NA,NA,Not Mapped*
78577,"Eporatio, inj-vätska, lösning, förfylld spruta 20",45,NA,NA,Not Mapped*
96340,"Esopral, Enterotablett 40 mg Cross Pharma AB",45,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
127320,"Epoprostenol CampusPharma, pulv och vätska till in",45,1354118,Epoprostenol,Ingredient
162214,"Pramace tabl  2,5mg AstraZe",45,1334461,Ramipril 2.5 MG Oral Tablet,Clinical Drug
171497,"Retacrit, inj-vätska, lösning, förfylld spruta 800",45,NA,NA,Not Mapped*
403649,"NeoRecormon, inj-vätska, lösning, förfylld spruta",45,NA,NA,Not Mapped*
411967,"Furosemid Recip, inj-vätska, lösning 10 mg/ml",45,956874,Furosemide,Ingredient
495317,"Aprovel, tablett 300 mg Sanofi AB",45,19022949,irbesartan 300 MG Oral Tablet,Clinical Drug
512586,"Candesartan/Hydrochlorothiazide Krka, tablett 32 m",45,NA,NA,Not Mapped*
567131,"Avandia, filmdragerad tablett 4 mg GlaxoSmithKline",45,19079465,rosiglitazone 4 MG Oral Tablet,Clinical Drug
578692,"Bisoprolol Krka, filmdragerad tablett 5 mg",45,40162878,Bisoprolol Fumarate 5 MG Oral Tablet,Clinical Drug
2654,"Nexium, enterotablett 40 mg AstraZeneca AB",44,904458,Esomeprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
102869,"Pantoprazol Krka, enterotablett 40 mg",44,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
107229,"Actos, tablett 15 mg Medartuum AB",44,1525221,pioglitazone 15 MG Oral Tablet,Clinical Drug
135050,"Valsartan Krka, filmdragerad tablett 80 mg",44,1308851,valsartan 80 MG Oral Tablet,Clinical Drug
166235,"Retacrit, inj-vätska, lösning, förfylld spruta 400",44,NA,NA,Not Mapped*
692741,"Omacor 1000 mg, kapsel, hård 1000 mg",44,NA,NA,Not Mapped*
8246,"Inhibace tabl 2,5mg Orifarm",43,19022242,Cilazapril 2.5 MG Oral Tablet,Clinical Drug
8419,Zantac Brus brustabl 150mg Cro,43,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
15007,"NovoNorm, tablett 1 mg Medartuum AB",43,19023424,repaglinide 1 MG Oral Tablet,Clinical Drug
15664,"Ipren, oral suspension 20 mg/ml",43,40054148,Ibuprofen Oral Suspension,Clinical Drug Form
34543,Glimepirid Krka tabl 1mg,43,1597761,glimepiride 1 MG Oral Tablet,Clinical Drug
99234,Acinil tabl 800mg,43,19018876,Cimetidine 800 MG Oral Tablet,Clinical Drug
131874,"Xarelto, filmdragerad tablett 10 mg Bayer AB",43,40241333,rivaroxaban 10 MG Oral Tablet,Clinical Drug
176511,"Isoptin, filmdragerad tablett 120 mg",43,40171852,Verapamil hydrochloride 120 MG Oral Tablet,Clinical Drug
388833,"Atorvastatin Mylan, filmdragerad tablett 40 mg",43,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
439058,"Janumet, filmdragerad tablett 50 mg/1000 mg Parano",43,NA,NA,Not Mapped*
591842,"Zantac, tablett 150 mg",43,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
149,"Losec, enterotablett 10 mg",42,19102188,Omeprazole 10 MG Delayed Release Oral Tablet,Clinical Drug
20326,Pravastatin Ranbaxy tab 20mg,42,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
34955,Zoton muns tabl 30mg Teva,42,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
125119,Lansoprazol Bluefi entkap 15mg,42,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
138565,"Diklofenak T Orifarm, filmdragerad tablett 25 mg",42,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
164573,"Lansoprazol Krka, enterokapsel, hård 30 mg",42,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
184384,"Fragmin, inj-vätska, lösning, förfylld spruta 2500",42,1301065,Dalteparin,Ingredient
432518,Eprex injfl 10000IE 10000IE/ml,42,NA,NA,Not Mapped*
462069,"Aethoxysklerol, inj-vätska, lösning 5 mg/ml",42,46275752,polidocanol Injection,Clinical Drug Form
491966,"Efient, filmdragerad tablett 10 mg Paranova Läkeme",42,40163720,prasugrel 10 MG Oral Tablet,Clinical Drug
521307,"Torasemid Sandoz, tablett 5 mg",42,942385,torsemide 5 MG Oral Tablet,Clinical Drug
580308,"Omeprazol Bluefish, enterotablett 20 mg",42,19102189,Omeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
22933,"Lansoprazol Mylan, enterokapsel, hård 30 mg",41,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
43931,"Diclofenac T ratiopharm, filmdragerad tablett 25 m",41,40162305,Diclofenac Potassium 25 MG Oral Tablet,Clinical Drug
51380,"Pantoprazole Bluefish, Enterotablett 40 mg",41,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
88891,"BYDUREON, pulv och vätska till inj-vätska, depotsu",41,46234116,exenatide 2 MG,Clinical Drug Comp
162412,"Atacand, tablett 8 mg AstraZeneca AB",41,1351559,candesartan cilexetil 8 MG Oral Tablet,Clinical Drug
189454,"Celecoxib STADA, kapsel, hård 200 mg",41,19081053,celecoxib 200 MG,Clinical Drug Comp
451292,"Januvia, filmdragerad tablett 50 mg Medartuum AB",41,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
463219,"Losartan/Hydroklortiazid Actavis, filmdragerad tab",41,NA,NA,Not Mapped*
751165,Catapresan ta 75mkg Pharmel,41,40026184,Clonidine Oral Tablet,Clinical Drug Form
8426,Zantac Brus brustabl 150mg Cro,40,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
13526,Ultratard inj susp 100IE/ml No,40,1596977,"Regular Insulin, Human",Ingredient
19250,Amlodipin Hexal tabl 10mg,40,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
97013,"Ibuprofen Apofri, filmdragerad tablett 200 mg",40,19078461,Ibuprofen 200 MG Oral Tablet,Clinical Drug
115774,"Moduretic, tablett 5 mg / 50 mg",40,NA,NA,Not Mapped*
134594,"Amlodipin Orifarm, tablett 10 mg",40,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
174087,"Klexane, inj-vätska, lösning, förfylld spruta 100",40,1301025,Enoxaparin,Ingredient
374540,"Lansoprazol Mylan, enterokapsel, hård 30 mg",40,929889,lansoprazole 30 MG Delayed Release Oral Capsule,Clinical Drug
484388,"Tolucombi, tablett 80 mg/25 mg",40,NA,NA,Not Mapped*
495127,"Aprovel, tablett 150 mg Sanofi AB",40,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
524276,"Pariet, enterotablett 20 mg Eisai AB",40,40163285,Rabeprazole sodium 20 MG Delayed Release Oral Tablet,Clinical Drug
541023,"Januvia, filmdragerad tablett 50 mg 2care4 ApS",40,19125049,sitagliptin 50 MG Oral Tablet,Clinical Drug
5903,"Atacand Plus, tablett 16 mg/12,5 mg AstraZeneca AB",39,NA,NA,Not Mapped*
13605,"Simvastatin Sandoz, filmdragerad tablett 10 mg",39,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
20992,"Coversyl Novum, filmdragerad tablett 5 mg Servier",39,40068357,Perindopril Oral Tablet,Clinical Drug Form
46442,Atacand tabl 16mg Medartuum,39,1351583,candesartan cilexetil 16 MG Oral Tablet,Clinical Drug
139299,"Retacrit, inj-vätska, lösning, förfylld spruta 20",39,NA,NA,Not Mapped*
148106,Ranitidin Stada tabl 150mg,39,961050,Ranitidine 150 MG Oral Tablet,Clinical Drug
444611,"NovoRapid, inj-vätska, lösning 100 E/ml Shipping D",39,NA,NA,Not Mapped*
508111,"Losartan/Hydrochlorothiazide Sandoz, filmdragerad",39,NA,NA,Not Mapped*
581684,"Atorstad, filmdragerad tablett 20 mg",39,19123592,atorvastatin 20 MG Oral Tablet,Clinical Drug
583575,"Furix, inj-vätska, lösning 10 mg/ml",39,956874,Furosemide,Ingredient
20967,"Linatil comp, tablett 20 mg/12,5 mg",38,NA,NA,Not Mapped*
51335,"Pantoprazole Bluefish, Enterotablett 20 mg",38,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
70156,"Limpidex, Munsönderfallande tablett 15 mg Paranova",38,929924,lansoprazole 15 MG Disintegrating Oral Tablet,Clinical Drug
73078,"Losatrix, filmdragerad tablett 50 mg",38,40185304,Losartan Potassium 50 MG Oral Tablet,Clinical Drug
125613,"Remodulin, inf-vätska, lösning 5 mg/ml",38,1327256,Treprostinil,Ingredient
464691,"Fragmin, inj-vätska, lösning, förfylld spruta 5000",38,1301065,Dalteparin,Ingredient
547364,Confortid kaps 50mg,38,19060525,Indomethacin 50 MG Extended Release Oral Capsule,Clinical Drug
4684,"Pepcid Duo, tuggtablett",37,NA,NA,Not Mapped*
67226,"Omeprazol Teva, enterokapsel, hård 10 mg",37,923647,Omeprazole 10 MG Delayed Release Oral Capsule,Clinical Drug
85895,"Aprovel, filmdragerad tablett 75 mg Orifarm AB",37,19022947,irbesartan 75 MG Oral Tablet,Clinical Drug
98583,"Atorvastatin Sandoz, Filmdragerad tablett 40 mg",37,1545996,atorvastatin 40 MG Oral Tablet,Clinical Drug
142729,Propranolol Mylan tabl 160mg,37,40163328,Propranolol Hydrochloride 160 MG Oral Tablet,Clinical Drug
467092,Tagamet brustabl 800mg,37,997354,Cimetidine 800 MG,Clinical Drug Comp
471367,Ranitidin Recip brustabl 150mg,37,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
35109,"Aranesp, inj-vätska, lösning, förfylld spruta 60 m",36,46234250,darbepoetin alfa Injection,Clinical Drug Form
51369,"Pantoprazole Bluefish, Enterotablett 40 mg",36,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
383333,"Valsartan/Hydroklortiazid Jubilant, filmdragerad t",36,NA,NA,Not Mapped*
433943,"Omeprazol Teva, enterokapsel, hård 20 mg",36,19019418,Omeprazole 20 MG Delayed Release Oral Capsule,Clinical Drug
443543,"Meloxicam 2care4, tablett 7,5 mg",36,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
577890,"Norvasc, tablett 5 mg Pfizer AB",36,1332419,Amlodipine 5 MG Oral Tablet,Clinical Drug
583880,"Mindiab, tablett 2,5 mg",36,19100559,Glipizide 2.5 MG Oral Tablet,Clinical Drug
13761,Exarta filmdr tabl 24mg,35,NA,NA,Not Mapped*
32787,"Meloxikam MA tabl  7,5mg",35,1150351,meloxicam 7.5 MG Oral Tablet,Clinical Drug
77260,"Naproxen Mylan, tablett 250 mg",35,19019272,Naproxen 250 MG Oral Tablet,Clinical Drug
84441,THELIN fdr tabl 100mg,35,NA,NA,Not Mapped*
126751,Nixacid enterokaps hård 15mg,35,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
379787,"Inside Brus, brustablett 150 mg",35,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
405339,"Tolucombi, tablett 80 mg/12,5 mg Krka Sverige AB",35,NA,NA,Not Mapped*
435180,"Effortil dr 7,5mg/ml",35,19050419,Etilefrine,Ingredient
465872,Mixtard 20/80 PenSet inj Paran,35,1596977,"Regular Insulin, Human",Ingredient
485337,"Retacrit, inj-vätska, lösning, förfylld spruta 400",35,NA,NA,Not Mapped*
666305,Extempore ATC-kod C05,35,NA,NA,Not Mapped*
692080,"Catapresan, tablett 150 mikrogram",35,40026184,Clonidine Oral Tablet,Clinical Drug Form
692093,"Loniten, tablett 5 mg",35,40065457,Minoxidil Oral Tablet,Clinical Drug Form
1877,"Zestril, tablett 10 mg AstraZeneca AB",34,19080128,Lisinopril 10 MG Oral Tablet,Clinical Drug
23274,"CoAprovel fdr ta 150/12,5mg IV",34,NA,NA,Not Mapped*
23743,Pravastatin Hexal tabl 40mg,34,40175400,Pravastatin Sodium 40 MG Oral Tablet,Clinical Drug
57285,"Aranesp, inj-vätska, lösning, förfylld spruta 130",34,46234250,darbepoetin alfa Injection,Clinical Drug Form
116339,"Lansoprazol Ranbaxy, munsönderfallande tablett 30",34,19098167,lansoprazole 30 MG Disintegrating Oral Tablet,Clinical Drug
130574,Metoratio deptabl  50mg,34,40167216,metoprolol succinate 50 MG Extended Release Oral Tablet,Clinical Drug
262790,"Pikasol Forte, kapsel, mjuk",34,NA,NA,Not Mapped*
431022,"Celecoxib Krka, kapsel, hård 200 mg",34,19081053,celecoxib 200 MG,Clinical Drug Comp
554172,"Relifex, filmdragerad tablett 500 mg 2care4 ApS",34,1113672,nabumetone 500 MG Oral Tablet,Clinical Drug
919560,Metoprololtartrat kaps 5 mg,34,1307046,Metoprolol,Ingredient
18650,"Karvedilol Arrow tabl  6,25mg",33,19022749,carvedilol 6.25 MG Oral Tablet,Clinical Drug
59942,"Simvastatin Orion, Filmdragerad tablett 10 mg",33,1539463,Simvastatin 10 MG Oral Tablet,Clinical Drug
68766,"Pantoprazol Orifarm, Enterotablett 40 mg",33,19080217,pantoprazole 40 MG Delayed Release Oral Tablet,Clinical Drug
75257,"Aranesp, inj-vätska, lösning, förfylld spruta 150",33,46234250,darbepoetin alfa Injection,Clinical Drug Form
122698,Metoratio deptabl 200mg,33,40167207,metoprolol succinate 200 MG Extended Release Oral Tablet,Clinical Drug
134199,"Komboglyze, filmdragerad tablett 2,5 mg/1000 mg",33,NA,NA,Not Mapped*
140215,"Amlodipine Vitabalans, tablett 10 mg",33,19073093,Amlodipine 10 MG Oral Tablet,Clinical Drug
422378,"Brexidol, tablett 20 mg",33,19022024,Piroxicam 20 MG Oral Tablet,Clinical Drug
493886,"Actos, tablett 15 mg Takeda Pharma AB",33,1525221,pioglitazone 15 MG Oral Tablet,Clinical Drug
21195,"Insulatard FlexPen, inj-vätska, suspension i förfy",32,1596977,"Regular Insulin, Human",Ingredient
48875,"Retacrit, inj-vätska, lösning, förfylld spruta 10",32,NA,NA,Not Mapped*
63114,"Gemfibrozil Sandoz, filmdragerad tablett 600 mg",32,19077577,Gemfibrozil 600 MG Oral Tablet,Clinical Drug
92110,"Insuman Rapid, Inj-vätska, lösning 100 IE/ml",32,1596977,"Regular Insulin, Human",Ingredient
102405,"Warfarin Nycomed, tablett 2,5 mg",32,40163534,Warfarin Sodium 2.5 MG Oral Tablet,Clinical Drug
111989,"Asasantin Retard, depotkapsel, hård 200 mg/25 mg B",32,NA,NA,Not Mapped*
119676,"MIRCERA, inj-vätska, lösning, förfylld spruta 100",32,19015768,Methoxy polyethylene glycol-epoetin beta,Ingredient
162420,"Atacand, tablett 16 mg AstraZeneca AB",32,1351583,candesartan cilexetil 16 MG Oral Tablet,Clinical Drug
380201,"Lipanthyl, kapsel, hård 200 mg Pharmachim AB",32,1551865,Fenofibrate 200 MG,Clinical Drug Comp
385563,"Naproxen Bluefish, tablett 500 mg",32,19019273,Naproxen 500 MG Oral Tablet,Clinical Drug
410266,"Accupro, filmdragerad tablett 10 mg",32,1331240,quinapril 10 MG Oral Tablet,Clinical Drug
416862,"Aranesp, inj-vätska, lösning, förfylld spruta 300",32,46234250,darbepoetin alfa Injection,Clinical Drug Form
432484,Eprex injfl  4000IE  4000IE/ml,32,NA,NA,Not Mapped*
439017,"Janumet, filmdragerad tablett 50 mg/850 mg Orifarm",32,NA,NA,Not Mapped*
699047,Extempore ATC-kod C03CA01 Furosemid,32,956874,Furosemide,Ingredient
15521,Carvetone tabl 25mg,31,19022781,carvedilol 25 MG Oral Tablet,Clinical Drug
17654,Arthrotec forte tabl Orifarm,31,NA,NA,Not Mapped*
18427,Zanidip filmdr tabl 10mg Orifa,31,19017656,lercanidipine 10 MG Oral Tablet,Clinical Drug
22831,"Arixtra, inj-vätska, lösning, förfylld spruta 7,5",31,1315865,fondaparinux,Ingredient
35306,"Lansoprazol Stada, enterokapsel, hård 15 mg",31,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
146882,"NeoRecormon, inj-vätska, lösning, förfylld spruta",31,NA,NA,Not Mapped*
421831,"Procoralan, filmdragerad tablett 5 mg Cross Pharma",31,46234440,ivabradine 5 MG Oral Tablet,Clinical Drug
455527,"NeoRecormon, pulv och vätska till inj-vätska, lösn",31,NA,NA,Not Mapped*
499769,"Lansoprazol Medical Valley, enterokapsel, hård 15",31,929953,lansoprazole 15 MG Delayed Release Oral Capsule,Clinical Drug
531958,"Celecoxib Sandoz, kapsel, hård 200 mg",31,19081053,celecoxib 200 MG,Clinical Drug Comp
569315,"Humalog Mix50 KwikPen, inj-vätska, suspension, för",31,46233944,Insulin Lispro Pen Injector,Clinical Drug Form
576472,"Eplerenon STADA, filmdragerad tablett 25 mg",31,1309800,eplerenone 25 MG Oral Tablet,Clinical Drug
699046,Extempore ATC-kod C03 Diuretika,31,NA,NA,Not Mapped*
962,Persantin tabl 100mg Cross Ph,30,1331313,Dipyridamole 100 MG Oral Tablet,Clinical Drug
3401,Persantin tabl 100mg Medartuum,30,1331313,Dipyridamole 100 MG Oral Tablet,Clinical Drug
28862,"Eprex, inj-vätska, lösning, förfylld spruta 30000",30,NA,NA,Not Mapped*
41105,"Procoralan, filmdragerad tablett 7,5 mg Servier Sv",30,46234446,ivabradine 7.5 MG Oral Tablet,Clinical Drug
55013,"Enalapril/Hydrochlorothiazide 2care4, tablett 20 m",30,NA,NA,Not Mapped*
78509,"Eporatio, inj-vätska, lösning, förfylld spruta 100",30,NA,NA,Not Mapped*
94881,"Pravastatin Actavis, tablett 20 mg",30,40175394,Pravastatin Sodium 20 MG Oral Tablet,Clinical Drug
372012,"Arcoxia, filmdragerad tablett 90 mg Paranova Läkem",30,19101674,etoricoxib 90 MG Oral Tablet,Clinical Drug
436117,"Irbesartan STADA, filmdragerad tablett 150 mg",30,19022948,irbesartan 150 MG Oral Tablet,Clinical Drug
494271,"Retacrit, inj-vätska, lösning, förfylld spruta 300",30,NA,NA,Not Mapped*
582717,"Nexium, enterotablett 20 mg AstraZeneca AB",30,904457,Esomeprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
694059,"Etilefrin AL 5, tablett 5 mg",30,40041314,Etilefrine Oral Tablet,Clinical Drug Form
13452,"Zocord, filmdragerad tablett 40 mg Merck Sharp & D",29,1539407,Simvastatin 40 MG Oral Tablet,Clinical Drug
13774,"Artonil, brustablett 150 mg",29,44818321,Ranitidine 150 MG Effervescent Oral Tablet,Clinical Drug
16871,Lisinopril Copyfarm tabl  5mg,29,1308251,Lisinopril 5 MG Oral Tablet,Clinical Drug
17898,"Carvetabs tabl 3,125mg",29,1346990,carvedilol 3.125 MG Oral Tablet,Clinical Drug
18003,Carvedilol Sandoz tabl 25mg,29,19022781,carvedilol 25 MG Oral Tablet,Clinical Drug
18704,Niaspan deptabl  750mg,29,1517991,Niacin 750 MG Extended Release Oral Tablet,Clinical Drug
59149,"Retacrit, inj-vätska, lösning, förfylld spruta 200",29,NA,NA,Not Mapped*
68733,"Pantoprazol Orifarm, enterotablett 20 mg",29,948079,pantoprazole 20 MG Delayed Release Oral Tablet,Clinical Drug
