source_code,frequency,target_concept_id,target_concept_code,target_concept_name
X3184,2,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
X3119,2,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
V9738,2,45756240,V97,Other specified air transport accidents
X3198,2,45756390,X31,Exposure to excessive natural cold as an external cause of morbidity and mortality
V7982,2,45756057,V79,Bus occupant injured in other and unspecified transport accidents
X3204,2,45756391,X32,Exposure to sunlight as an external cause of morbidity and mortality
W4433,2,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W6418,2,45756312,W64,Exposure to other and unspecified animate mechanical forces
W1430,2,45571087,W14,Fall from tree causing accidental injury
V7909,2,45756057,V79,Bus occupant injured in other and unspecified transport accidents
X3200,2,45756391,X32,Exposure to sunlight as an external cause of morbidity and mortality
V9731,2,45756240,V97,Other specified air transport accidents
X3304,2,45756392,X33,Victim of lightning
X3352,2,45756392,X33,Victim of lightning
V9614,2,45756236,V96,Accident to nonpowered aircraft causing injury to occupant
X3420,2,45575988,X34,Victim of earthquake
W1473,2,45571087,W14,Fall from tree causing accidental injury
W4421,2,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
V9557,2,45756233,V95,Accident to powered aircraft causing injury to occupant
V9510,2,45756233,V95,Accident to powered aircraft causing injury to occupant
X3991,2,45756395,X39,Exposure to other and unspecified forces of nature
X3909,2,45756395,X39,Exposure to other and unspecified forces of nature
X3904,2,45756395,X39,Exposure to other and unspecified forces of nature
X3901,2,45756395,X39,Exposure to other and unspecified forces of nature
Y82,2,45756721,Y82,Other and unspecified medical devices associated with adverse incidents
V951,2,45756233,V95,Accident to powered aircraft causing injury to occupant
V9521,2,45756233,V95,Accident to powered aircraft causing injury to occupant
X3993,2,45756395,X39,Exposure to other and unspecified forces of nature
X40,2,45756396,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
V9549,2,45756233,V95,Accident to powered aircraft causing injury to occupant
V9544,2,45756233,V95,Accident to powered aircraft causing injury to occupant
V9541,2,45756233,V95,Accident to powered aircraft causing injury to occupant
W14,2,45571087,W14,Fall from tree causing accidental injury
X4040,2,45756396,X40,"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"
X4129,2,45756397,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
X419,2,45756397,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
X4101,2,45756397,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
W1483,2,45571087,W14,Fall from tree causing accidental injury
X4124,2,45756397,X41,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"
V7862,2,45756056,V78,Bus occupant injured in noncollision transport accident
W4443,2,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W4452,2,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
V6281,1,45756670,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
W2883,1,45756281,W28,Contact with powered lawnmower causing accidental injury
W2458,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2833,1,45756281,W28,Contact with powered lawnmower causing accidental injury
W2460,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2463,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2932,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2419,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2412,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2953,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2928,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2414,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2422,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2411,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2421,1,45756277,W24,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury"
W2980,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W290,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2350,1,45756261,W23,"Caught, crushed, jammed or pinched in or between objects causing accidental injury"
W222,1,45756260,W22,Striking against or struck by other objects causing accidental injury
W2264,1,45756260,W22,Striking against or struck by other objects causing accidental injury
W2938,1,45756282,W29,Contact with other powered hand tools and household machinery causing accidental injury
W2234,1,45756260,W22,Striking against or struck by other objects causing accidental injury
W213,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2164,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2163,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2129,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3038,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3032,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3029,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3091,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2173,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2179,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3042,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3041,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3088,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2172,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W219,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3049,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2144,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2193,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3082,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2194,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3052,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2132,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2113,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3020,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3040,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3089,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W307,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W3044,1,45756283,W30,Contact with agricultural machinery causing accidental injury
W2183,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W2170,1,45756259,W21,Striking against or struck by sports equipment causing accidental injury
W3140,1,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W207,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W200,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W2038,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W204,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W2064,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W2050,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W2033,1,45756258,W20,"Struck by thrown, projected or falling object causing accidental injury"
W1968,1,45756257,W19,Unspecified fall causing accidental injury
W192,1,45756257,W19,Unspecified fall causing accidental injury
W193,1,45756257,W19,Unspecified fall causing accidental injury
W3170,1,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W1868,1,45756256,W18,Other fall on same level causing accidental injury
W1864,1,45756256,W18,Other fall on same level causing accidental injury
W1870,1,45756256,W18,Other fall on same level causing accidental injury
W1812,1,45756256,W18,Other fall on same level causing accidental injury
W1832,1,45756256,W18,Other fall on same level causing accidental injury
W1733,1,45756255,W17,Other fall from one level to another causing accidental injury
W3168,1,45756284,W31,Contact with other and unspecified machinery causing accidental injury
W3208,1,45756285,W32,Handgun discharge causing accidental injury
W3204,1,45756285,W32,Handgun discharge causing accidental injury
W3289,1,45756285,W32,Handgun discharge causing accidental injury
W3241,1,45756285,W32,Handgun discharge causing accidental injury
W3252,1,45756285,W32,Handgun discharge causing accidental injury
W3248,1,45756285,W32,Handgun discharge causing accidental injury
W3281,1,45756285,W32,Handgun discharge causing accidental injury
W3292,1,45756285,W32,Handgun discharge causing accidental injury
W178,1,45756255,W17,Other fall from one level to another causing accidental injury
W3201,1,45756285,W32,Handgun discharge causing accidental injury
W3339,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W170,1,45756255,W17,Other fall from one level to another causing accidental injury
W3389,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W3382,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W3338,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W3384,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W3362,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W3379,1,45756286,W33,"Rifle, shotgun and larger firearm discharge causing accidental injury"
W1611,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3484,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3462,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3469,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W1651,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3459,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3439,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3430,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3494,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3422,1,45756287,W34,Discharge from other and unspecified firearms causing accidental injury
W3500,1,45756288,W35,Explosion and rupture of boiler causing accidental injury
W3562,1,45756288,W35,Explosion and rupture of boiler causing accidental injury
W3502,1,45756288,W35,Explosion and rupture of boiler causing accidental injury
W3652,1,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
W3601,1,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
W3698,1,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
W3681,1,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
W3683,1,45756289,W36,Explosion and rupture of gas cylinder causing accidental injury
W1603,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3793,1,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W3750,1,45756290,W37,"Explosion and rupture of pressurized tire, pipe or hose causing accidental injury"
W1671,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W1658,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3842,1,45756291,W38,Explosion and rupture of other specified pressurized devices causing accidental injury
W1662,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3879,1,45756291,W38,Explosion and rupture of other specified pressurized devices causing accidental injury
W1641,1,45756254,W16,Diving or jumping into water causing injury other than drowning or submersion causing accidental injury
W3988,1,45756292,W39,Discharge of firework causing accidental injury
W3909,1,45756292,W39,Discharge of firework causing accidental injury
W3903,1,45756292,W39,Discharge of firework causing accidental injury
W3981,1,45756292,W39,Discharge of firework causing accidental injury
W3959,1,45756292,W39,Discharge of firework causing accidental injury
W3962,1,45756292,W39,Discharge of firework causing accidental injury
W4088,1,45756293,W40,Explosion of other materials causing accidental injury
W4064,1,45756293,W40,Explosion of other materials causing accidental injury
W4051,1,45756293,W40,Explosion of other materials causing accidental injury
W4044,1,45756293,W40,Explosion of other materials causing accidental injury
W1578,1,45585578,W15,Fall from cliff causing accidental injury
W409,1,45756293,W40,Explosion of other materials causing accidental injury
W4008,1,45756293,W40,Explosion of other materials causing accidental injury
W4040,1,45756293,W40,Explosion of other materials causing accidental injury
W4182,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W4158,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W1548,1,45585578,W15,Fall from cliff causing accidental injury
W4128,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W4110,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W4142,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W1513,1,45585578,W15,Fall from cliff causing accidental injury
W4130,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W4152,1,45756294,W41,Exposure to high-pressure jet causing accidental injury
W4290,1,45756295,W42,Exposure to noise causing accidental injury
W4249,1,45756295,W42,Exposure to noise causing accidental injury
W4259,1,45756295,W42,Exposure to noise causing accidental injury
W4261,1,45756295,W42,Exposure to noise causing accidental injury
W4291,1,45756295,W42,Exposure to noise causing accidental injury
W4282,1,45756295,W42,Exposure to noise causing accidental injury
W4200,1,45756295,W42,Exposure to noise causing accidental injury
W4210,1,45756295,W42,Exposure to noise causing accidental injury
W4292,1,45756295,W42,Exposure to noise causing accidental injury
W4262,1,45756295,W42,Exposure to noise causing accidental injury
W4361,1,45756296,W43,Exposure to vibration causing accidental injury
W4398,1,45756296,W43,Exposure to vibration causing accidental injury
W4363,1,45756296,W43,Exposure to vibration causing accidental injury
W1542,1,45585578,W15,Fall from cliff causing accidental injury
W4351,1,45756296,W43,Exposure to vibration causing accidental injury
W4302,1,45756296,W43,Exposure to vibration causing accidental injury
W4304,1,45756296,W43,Exposure to vibration causing accidental injury
W4353,1,45756296,W43,Exposure to vibration causing accidental injury
W4352,1,45756296,W43,Exposure to vibration causing accidental injury
W4388,1,45756296,W43,Exposure to vibration causing accidental injury
W4348,1,45756296,W43,Exposure to vibration causing accidental injury
W4389,1,45756296,W43,Exposure to vibration causing accidental injury
W43,1,45756296,W43,Exposure to vibration causing accidental injury
W4319,1,45756296,W43,Exposure to vibration causing accidental injury
W4371,1,45756296,W43,Exposure to vibration causing accidental injury
W1531,1,45585578,W15,Fall from cliff causing accidental injury
W1579,1,45585578,W15,Fall from cliff causing accidental injury
W4471,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W4470,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W1540,1,45585578,W15,Fall from cliff causing accidental injury
W4479,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W1480,1,45571087,W14,Fall from tree causing accidental injury
W1484,1,45571087,W14,Fall from tree causing accidental injury
W4413,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W1470,1,45571087,W14,Fall from tree causing accidental injury
W1440,1,45571087,W14,Fall from tree causing accidental injury
W1450,1,45571087,W14,Fall from tree causing accidental injury
W1423,1,45571087,W14,Fall from tree causing accidental injury
W149,1,45571087,W14,Fall from tree causing accidental injury
W4463,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
V1020,1,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W1411,1,45571087,W14,Fall from tree causing accidental injury
W1420,1,45571087,W14,Fall from tree causing accidental injury
W1432,1,45571087,W14,Fall from tree causing accidental injury
W1380,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W4448,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W1383,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W445,1,45756297,W44,Foreign body entering into or through eye or natural orifice causing accidental injury
W1320,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W1333,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W1328,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
V1023,1,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W1314,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W4533,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W1353,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W450,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W1343,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W1350,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W4560,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W4538,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W1323,1,45756253,W13,"Fall from, out of or through building or structure causing accidental injury"
W12,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W4534,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W1231,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W4544,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W4540,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W129,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W1244,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W1240,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W4524,1,45756298,W45,Foreign body or object entering through skin causing accidental injury
W4691,1,45756299,W46,Contact with hypodermic needle
W4693,1,45756299,W46,Contact with hypodermic needle
W4601,1,45756299,W46,Contact with hypodermic needle
W4624,1,45756299,W46,Contact with hypodermic needle
W4641,1,45756299,W46,Contact with hypodermic needle
W4648,1,45756299,W46,Contact with hypodermic needle
W1280,1,45756252,W12,Fall on and from scaffolding causing accidental injury
W4611,1,45756299,W46,Contact with hypodermic needle
W4681,1,45756299,W46,Contact with hypodermic needle
W4623,1,45756299,W46,Contact with hypodermic needle
W49,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W1150,1,45756251,W11,Fall on and from ladder causing accidental injury
W1123,1,45756251,W11,Fall on and from ladder causing accidental injury
W1163,1,45756251,W11,Fall on and from ladder causing accidental injury
W4912,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4970,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4938,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4920,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W1154,1,45756251,W11,Fall on and from ladder causing accidental injury
W4932,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4953,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4968,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4974,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4948,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4972,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W1071,1,45756250,W10,Fall on and from stairs and steps causing accidental injury
W101,1,45756250,W10,Fall on and from stairs and steps causing accidental injury
W4914,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W1063,1,45756250,W10,Fall on and from stairs and steps causing accidental injury
W4984,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W4918,1,45756300,W49,Exposure to other and unspecified inanimate mechanical forces causing accidental injury
W1060,1,45756250,W10,Fall on and from stairs and steps causing accidental injury
W104,1,45756250,W10,Fall on and from stairs and steps causing accidental injury
W0952,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0954,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0984,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0983,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0964,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0932,1,45756249,W09,Fall involving playground equipment causing accidental injury
W5024,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0933,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0943,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0912,1,45756249,W09,Fall involving playground equipment causing accidental injury
W090,1,45756249,W09,Fall involving playground equipment causing accidental injury
W091,1,45756249,W09,Fall involving playground equipment causing accidental injury
W094,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0998,1,45756249,W09,Fall involving playground equipment causing accidental injury
W0970,1,45756249,W09,Fall involving playground equipment causing accidental injury
W502,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0832,1,45756248,W08,Fall involving other furniture causing accidental injury
W5074,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W5072,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0843,1,45756248,W08,Fall involving other furniture causing accidental injury
W5071,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W5034,1,45756301,W50,"Hit, struck, kicked, twisted, bitten or scratched by another person"
W0860,1,45756248,W08,Fall involving other furniture causing accidental injury
W0879,1,45756248,W08,Fall involving other furniture causing accidental injury
W0850,1,45756248,W08,Fall involving other furniture causing accidental injury
W0812,1,45756248,W08,Fall involving other furniture causing accidental injury
W0871,1,45756248,W08,Fall involving other furniture causing accidental injury
W0851,1,45756248,W08,Fall involving other furniture causing accidental injury
W5171,1,45756302,W51,Striking against or bumped into by another person
W5124,1,45756302,W51,Striking against or bumped into by another person
W5118,1,45756302,W51,Striking against or bumped into by another person
W0810,1,45756248,W08,Fall involving other furniture causing accidental injury
W070,1,45547041,W07,Fall involving chair causing accidental injury
W0740,1,45547041,W07,Fall involving chair causing accidental injury
W0778,1,45547041,W07,Fall involving chair causing accidental injury
W5150,1,45756302,W51,Striking against or bumped into by another person
W0779,1,45547041,W07,Fall involving chair causing accidental injury
W0771,1,45547041,W07,Fall involving chair causing accidental injury
W0780,1,45547041,W07,Fall involving chair causing accidental injury
W0760,1,45547041,W07,Fall involving chair causing accidental injury
W5154,1,45756302,W51,Striking against or bumped into by another person
W0744,1,45547041,W07,Fall involving chair causing accidental injury
W519,1,45756302,W51,Striking against or bumped into by another person
V1028,1,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W5140,1,45756302,W51,Striking against or bumped into by another person
W5161,1,45756302,W51,Striking against or bumped into by another person
W5263,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5243,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W52,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5258,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W0644,1,45575895,W06,Fall involving bed causing accidental injury
W0634,1,45575895,W06,Fall involving bed causing accidental injury
W0662,1,45575895,W06,Fall involving bed causing accidental injury
W0639,1,45575895,W06,Fall involving bed causing accidental injury
W0668,1,45575895,W06,Fall involving bed causing accidental injury
W520,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5228,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5262,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5214,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5211,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W0522,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0540,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0542,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0583,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0560,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0531,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0553,1,45756247,W05,Fall involving wheelchair causing accidental injury
W5280,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5282,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5233,1,45756303,W52,"Crushed, pushed or stepped on by crowd or human stampede"
W5390,1,45756304,W53,Bitten by rat
W5319,1,45756304,W53,Bitten by rat
W5301,1,45756304,W53,Bitten by rat
W0512,1,45756247,W05,Fall involving wheelchair causing accidental injury
W0502,1,45756247,W05,Fall involving wheelchair causing accidental injury
W5420,1,45756305,W54,Bitten or struck by dog
W5433,1,45756305,W54,Bitten or struck by dog
W54,1,45756305,W54,Bitten or struck by dog
W549,1,45756305,W54,Bitten or struck by dog
W0580,1,45756247,W05,Fall involving wheelchair causing accidental injury
W5428,1,45756305,W54,Bitten or struck by dog
W5410,1,45756305,W54,Bitten or struck by dog
W042,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0410,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W543,1,45756305,W54,Bitten or struck by dog
W5462,1,45756305,W54,Bitten or struck by dog
W0421,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W540,1,45756305,W54,Bitten or struck by dog
W0483,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0458,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W5478,1,45756305,W54,Bitten or struck by dog
W0480,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0413,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W5413,1,45756305,W54,Bitten or struck by dog
W049,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0490,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0431,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0448,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W5520,1,45756306,W55,Bitten or struck by other mammals
W5528,1,45756306,W55,Bitten or struck by other mammals
W0422,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
W0484,1,45756246,W04,Fall while being carried or supported by other persons causing accidental injury
V1051,1,45756177,V10,Pedal cyclist injured in collision with pedestrian or animal
W5511,1,45756306,W55,Bitten or struck by other mammals
W5514,1,45756306,W55,Bitten or struck by other mammals
W5534,1,45756306,W55,Bitten or struck by other mammals
W5533,1,45756306,W55,Bitten or struck by other mammals
W5594,1,45756306,W55,Bitten or struck by other mammals
W0313,1,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W034,1,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W033,1,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W0369,1,45756245,W03,"Other fall on same level due to collision with, or pushing by, another person causing accidental injury"
W0273,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W5540,1,45756306,W55,Bitten or struck by other mammals
W5569,1,45756306,W55,Bitten or struck by other mammals
W5609,1,45756307,W56,Contact with marine animal
W5698,1,45756307,W56,Contact with marine animal
W5603,1,45756307,W56,Contact with marine animal
W5691,1,45756307,W56,Contact with marine animal
W5608,1,45756307,W56,Contact with marine animal
W0259,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W5622,1,45756307,W56,Contact with marine animal
W5672,1,45756307,W56,Contact with marine animal
W5758,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W0223,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0224,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0260,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0263,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0262,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W0250,1,45756244,W02,"Fall involving ice-skates, skis, roller-skates or skateboards causing accidental injury"
W5702,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5754,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5772,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5774,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
W5710,1,45756308,W57,Bitten or stung by nonvenomous insect and other nonvenomous arthropods
