source_code,frequency,intermediate_concept_id,intermediate_code,intermediate_name,intermediate_vocabulary,target_concept_id,target_code,target_name,target_vocabulary,domain_id
M754B,8,45553266,M75.4,Impingement syndrome of shoulder,ICD10 code,4344500,239960007,Impingement syndrome of shoulder region,SNOMED,Condition
S3761,8,45554216,S37.6,Injury of uterus,ICD10 code,4053835,125637003,Injury of uterus,SNOMED,Condition
T389,8,45555926,T38.9,Poisoning by other and unspecified hormone antagonists,ICD10 code,437183,70539005,Poisoning by hormone AND/OR synthetic substitute,SNOMED,Condition
E126,8,45557115,E12.6,Malnutrition-reltaed diabetes mellitus with other specified complications,ICD10 code,4030061,237600004,Malnutrition-related diabetes mellitus - fibrocalculous,SNOMED,Condition
F89,8,45557220,F89,Unspecified disorder of psychological development,ICD10 code,4102986,192562009,Disorder of psychological development,SNOMED,Condition
H160V,8,45557339,H16.0,Corneal ulcer,ICD10 code,373202,91514001,Corneal ulcer,SNOMED,Condition
K42,8,45557652,K42,Umbilical hernia,ICD10 Hierarchy,4245842,396347007,Umbilical hernia,SNOMED,Condition
M953,8,45558123,M95.3,Acquired deformity of neck,ICD10 code,31668,72082009,Acquired deformity of neck,SNOMED,Condition
O367,8,45558279,O36.7,Maternal care for viable fetus in abdominal pregnancy,ICD10 code,4061708,200472000,Maternal care for viable fetus in abdominal pregnancy,SNOMED,Condition
P002,8,45558352,P00.2,Fetus and newborn affected by maternal infectious and parasitic diseases,ICD10 code,436219,206005002,Fetal or neonatal effect of maternal infection,SNOMED,Condition
T480,8,45560819,T48.0,Poisoning by oxytocic drugs,ICD10 code,439207,66409006,Poisoning by oxytocic agent,SNOMED,Condition
T74,8,45560992,T74,Maltreatment syndromes,ICD10 Hierarchy,4020158,213015009,Maltreatment syndromes,SNOMED,Condition
D552,8,45561921,D55.2,Anemia due to disorders of glycolytic enzymes,ICD10 code,444238,111577008,Anemia due to enzyme deficiency,SNOMED,Condition
D69,8,45561930,D69,Purpura and other hemorrhagic conditions,ICD10 Hierarchy,432585,64779008,Blood coagulation disorder,SNOMED,Condition
F641,8,45562062,F64.1,Dual-role transvestism,ICD10 code,43021205,472989003,Dual-role transvestism,SNOMED,Condition
G01,8,45562069,G01,Meningitis in bacterial diseases classified elsewhere,ICD10 code,436091,95883001,Bacterial meningitis,SNOMED,Condition
G45-P,8,45562092,G45,Transient cerebral ischemic attacks and related syndromes,ICD10 Hierarchy,373503,266257000,Transient cerebral ischemia,SNOMED,Condition
N400,8,45563015,N40,Hyperplasia of prostate,ICD10 code,197032,433234005,Hyperplasia of prostate,SNOMED,Condition
P211B,8,45563215,P21.1,Mild and moderate birth asphyxia,ICD10 code,434759,77362009,Mild to moderate birth asphyxia,SNOMED,Condition
Q182,8,45563237,Q18.2,Other branchial cleft malformations,ICD10 code,4100896,253258000,Branchial cleft,SNOMED,Condition
Z222,8,45566408,Z22.2,Carrier of diphtheria,ICD10 code,4015718,170495003,Diphtheria carrier,SNOMED,Condition
C437C,8,45566585,C43.7,"Malignant melanoma of lower limb, including hip",ICD10 code,139757,93641007,Malignant melanoma of skin of lower limb,SNOMED,Condition
C864,8,45566646,C86.4,Blastic NK-cell lymphoma,ICD10 code,40482072,445105005,Blastic plasmacytoid dendritic cell neoplasm,SNOMED,Condition
J675,8,45567270,J67.5,Mushroom-worker's lung,ICD10 code,433233,52333004,Mushroom workers' lung,SNOMED,Condition
L25P,8,45567353,L25,Unspecified contact dermatitis,ICD10 Hierarchy,134438,40275004,Contact dermatitis,SNOMED,Condition
L540,8,45567361,L54.0,Erythema marginatum in acute rheumatic fever,ICD10 code,4064046,200951007,Erythema marginatum in acute rheumatic fever,SNOMED,Condition
N05BA04,8,45567820,N05,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,7724006,Nephritic syndrome,SNOMED,Condition
N05CD08,8,45567820,N05,Unspecified nephritic syndrome,ICD10 Hierarchy,4298809,7724006,Nephritic syndrome,SNOMED,Condition
N510,8,45567851,N51.0,Disorders of prostate in diseases classified elsewhere,ICD10 code,196734,30281009,Disorder of prostate,SNOMED,Condition
Q898F,8,45568100,Q89.8,Other specified congenital malformations,ICD10 code,440508,66091009,Congenital disease,SNOMED,Condition
T024,8,45570133,T02.4,Fractures involving multiple regions of both upper limbs,ICD10 code,4012430,208514006,Fractures involving multiple regions of both upper limbs,SNOMED,Condition
T061,8,45570137,T06.1,Injuries of nerves and spinal cord involving other multiple body regions,ICD10 code,4134134,128239009,Injury of nervous system,SNOMED,Condition
T702,8,45570661,T70.2,Effects of other and unspecified effects of high altitude,ICD10 code,441181,87284002,Effects of high altitude,SNOMED,Condition
A209,8,45571420,A20.9,"Plague, unspecified",ICD10 code,434271,58750007,Plague,SNOMED,Condition
B341A,8,45571466,B34.1,"Enterovirus infection, unspecified",ICD10 code,438068,53648006,Disease due to Enterovirus,SNOMED,Condition
B942,8,45571484,B94.2,Sequelae of viral hepatitis,ICD10 code,4093637,187260009,Sequelae of viral hepatitis,SNOMED,Condition
C08CA02,8,45571488,C08,Malignant neoplasm of other and unspecified major salivary glands,ICD10 Hierarchy,4181333,363378008,Malignant tumor of major salivary gland,SNOMED,Condition
C495D,8,45571515,C49.5,Malignant neoplasm of connective and soft tissue of pelvis,ICD10 code,201231,188019007,Malignant neoplasm of connective and soft tissue of pelvis,SNOMED,Condition
D51-,8,45571630,D51,Vitamin B12 deficiency anemia,ICD10 Hierarchy,432588,49472006,Megaloblastic anemia due to vitamin B>12< deficiency,SNOMED,Condition
H460,8,45571994,H46,Optic neuritis,ICD10 code,374954,66760008,Optic neuritis,SNOMED,Condition
K134A,8,45572198,K13.4,Granuloma and granuloma-like lesions of oral mucosa,ICD10 code,4303106,419645003,Benign neoplasm of oral cavity,SNOMED,Condition
K401B,8,45572205,K40.1,"Bilateral inguinal hernia, with gangrene",ICD10 code,194679,7815009,Bilateral inguinal hernia with gangrene,SNOMED,Condition
L010A,8,45572243,L01.0,Impetigo [any organism] [any site],ICD10 code,140480,48277006,Impetigo,SNOMED,Condition
L748W,8,45572281,L74.8,Other eccrine sweat disorders,ICD10 code,441655,88232005,Disorder of sweat gland,SNOMED,Condition
M011E,8,45572316,M01.1,Tuberculous arthritis,ICD10 code,4098475,190710003,Tuberculous arthritis,SNOMED,Condition
M966D,8,45572689,M96.6,"Fracture of bone following insertion of orthopedic implant, joint prosthesis, or bone plate",ICD10 code,432798,5285008,"Mechanical complication of internal orthopedic device, implant AND/OR graft",SNOMED,Condition
N915P,8,45572737,N91.5,"Oligomenorrhea, unspecified",ICD10 code,442274,52073004,Oligomenorrhea,SNOMED,Condition
T442,8,45575298,T44.2,"Poisoning by ganglionic blocking drugs, not elsewhere classified",ICD10 code,443198,212694004,Ganglion-blocker poisoning,SNOMED,Condition
T876H,8,45575629,T87.6,Other and unspecified complications of amputation stump,ICD10 code,4345680,240276001,Disorder of amputation stump,SNOMED,Condition
Z019P,8,45576123,Z01.9,"Special examination, unspecified",ICD10 code,4201409,302199004,Examination - action,SNOMED,Observation
Z641,8,45576170,Z64.1,Problems related to multiparity,ICD10 code,4102166,28079008,Multiparous,SNOMED,Condition
B530,8,45576274,B53.0,Plasmodium ovale malaria,ICD10 code,437215,19341001,Ovale malaria,SNOMED,Condition
H250H,8,45576699,H25.0,Senile incipient cataract,ICD10 code,40482507,445213003,Incipient senile cataract,SNOMED,Condition
K130M,8,45576980,K13.0,Diseases of lips,ICD10 code,135858,90678009,Disorder of lip,SNOMED,Condition
M830,8,45577378,M83.0,Puerperal osteomalacia,ICD10 code,4100823,190643008,Puerperal osteomalacia,SNOMED,Condition
O981,8,45577669,O98.1,"Syphilis complicating pregnancy, childbirth and the puerperium",ICD10 code,443291,199154009,"Maternal syphilis during pregnancy, childbirth and the puerperium",SNOMED,Condition
Q372,8,45577729,Q37.2,Cleft soft palate with bilateral cleft lip,ICD10 code,133586,204615007,Bilateral incomplete cleft palate with cleft lip,SNOMED,Condition
R683,8,45577805,R68.3,Clubbing of fingers,ICD10 code,134746,30760008,Finger clubbing,SNOMED,Condition
R762,8,45577811,R76.2,False-positive serological test for syphilis,ICD10 code,433030,274684006,False-positive serological test for syphilis,SNOMED,Measurement
S0670,8,45577915,S06.7,Intracranial injury with prolonged coma,ICD10 code,4016541,210039000,Intracranial injury with prolonged coma,SNOMED,Condition
T405,8,45580100,T40.5,Poisoning by cocaine,ICD10 code,4322698,9982009,Poisoning by cocaine,SNOMED,Condition
Z018E,8,45581003,Z01.8,Other specified special examinations,ICD10 code,4178367,363680008,Radiographic imaging procedure,SNOMED,Procedure
B450,8,45581168,B45.0,Pulmonary cryptococcosis,ICD10 code,258684,20953001,Pulmonary cryptococcosis,SNOMED,Condition
B573,8,45581173,B57.3,Chagas' disease (chronic) with digestive system involvement,ICD10 code,4089977,186815006,Chagas' disease with digestive system involvement,SNOMED,Condition
E06,8,45581341,E06,Thyroiditis,ICD10 Hierarchy,133444,82119001,Thyroiditis,SNOMED,Condition
F148,8,45581427,F14.8,"Mental and behavioral disorders due to use of cocaine, other mental and behavioral disorders",ICD10 code,4264766,46975003,Cocaine-induced organic mental disorder,SNOMED,Condition
J36,8,45581858,J36,Peritonsillar abscess,ICD10 code,440751,15033003,Peritonsillar abscess,SNOMED,Condition
L608A,8,45581953,L60.8,Other nail disorders,ICD10 code,132706,17790008,Disorder of nail,SNOMED,Condition
O2661,8,45582465,O26.6,"Liver disorders in pregnancy, childbirth and the puerperium",ICD10 code,194699,15230009,Liver disorder in pregnancy,SNOMED,Condition
O7310,8,45582572,O73.1,"Retained portions of placenta and membranes, without hemorrhage",ICD10 code,201642,111454005,Retained portions of placenta AND/OR membranes without hemorrhage,SNOMED,Condition
Q139,8,45582635,Q13.9,"Congenital malformation of anterior segment of eye, unspecified",ICD10 code,436805,429448005,Congenital anomaly of anterior segment of eye,SNOMED,Condition
S789,8,45584132,S78.9,"Traumatic amputation of hip and thigh, level unspecified",ICD10 code,4318111,95860004,Traumatic amputation of lower extremity,SNOMED,Condition
A630N,8,45585929,A63.0,Anogenital (venereal) warts,ICD10 code,198075,240542006,Condyloma acuminatum,SNOMED,Condition
B355,8,45585957,B35.5,Tinea imbricata,ICD10 code,4084964,240699006,Tinea imbricata,SNOMED,Condition
B739,8,45585970,B73,Onchocerciasis,ICD10 code,441512,38539003,Infection by Onchocerca volvulus,SNOMED,Condition
C91,8,45586062,C91,Lymphoid leukemia,ICD10 Hierarchy,132853,188725004,Lymphoid leukemia,SNOMED,Condition
D197,8,45586090,D19.7,Benign neoplasm of mesothelial tissue of other sites,ICD10 code,435506,20376005,Benign neoplastic disease,SNOMED,Condition
D417A,8,45586106,D41.7,Neoplasm of uncertain or unknown behavior of other urinary organs,ICD10 code,4317569,94984000,Neoplasm of uncertain behavior of paraurethral glands,SNOMED,Condition
D431A,8,45586108,D43.1,"Neoplasm of uncertain or unknown behavior of brain, infratentorial",ICD10 code,440676,189484008,Neoplasm of uncertain behavior of brain and spinal cord,SNOMED,Condition
G549P,8,45586304,G54.9,"Nerve root and plexus disorder, unspecified",ICD10 code,376337,118940003,Disorder of nervous system,SNOMED,Condition
J220,8,45586665,J22,Unspecified acute lower respiratory infection,ICD10 code,4307774,195742007,Acute lower respiratory tract infection,SNOMED,Condition
J32,8,45586666,J32,Chronic sinusitis,ICD10 Hierarchy,257012,40055000,Chronic sinusitis,SNOMED,Condition
K024,8,45586689,K02.4,Odontoclasia,ICD10 code,139046,196305005,Odontoclasia,SNOMED,Condition
L604,8,45586774,L60.4,Beau's lines,ICD10 code,4185564,44087005,Beau's lines,SNOMED,Condition
L688,8,45586778,L68.8,Other hypertrichosis,ICD10 code,443793,29966009,Hypertrichosis,SNOMED,Condition
M791J,8,45587062,M79.1,Myalgia,ICD10 code,442752,68962001,Muscle pain,SNOMED,Condition
Q559,8,45587466,Q55.9,"Congenital malformation of male genital organ, unspecified",ICD10 code,4194856,4406004,Congenital anomaly of male genital system,SNOMED,Condition
Q768,8,45587482,Q76.8,Other congenital malformations of bony thorax,ICD10 code,443220,254041007,Congenital malformation of sternum,SNOMED,Condition
T412,8,45589764,T41.2,Poisoning by other and unspecified general anesthetics,ICD10 code,443224,269268004,Central nervous system depressants and anesthetic agent poisoning,SNOMED,Condition
N01BB52,8,45592119,N01,Rapidly progressive nephritic syndrome,ICD10 Hierarchy,4054992,197689003,Rapidly progressive nephritic syndrome,SNOMED,Condition
O712,8,45592291,O71.2,Postpartum inversion of uterus,ICD10 code,197048,199969006,Obstetric inversion of uterus - delivered with postnatal problem,SNOMED,Condition
O8600,8,45592298,O86.0,Infection of obstetric surgical wound,ICD10 code,4062133,200125006,Infection of obstetric surgical wound,SNOMED,Condition
Q923,8,45592400,Q92.3,Minor partial trisomy,ICD10 code,4005135,205662007,Minor partial trisomy,SNOMED,Condition
Z099C,8,45595482,Z09.9,Follow-up examination after unspecified treatment for other conditions,ICD10 code,4307024,390906007,Follow-up encounter,SNOMED,Observation
G371,8,45595934,G37.1,Central demyelination of corpus callosum,ICD10 code,4303996,386766007,Marchiafava-Bignami disease,SNOMED,Condition
N02AX02,8,45596847,N02,Recurrent and persistent hematuria,ICD10 Hierarchy,,,,,
P293,8,45597075,P29.3,Persistent fetal circulation,ICD10 code,197970,206597007,Persistent fetal circulation,SNOMED,Condition
P520,8,45597081,P52.0,"Intraventricular (nontraumatic) hemorrhage, grade 1, of fetus and newborn",ICD10 code,4048277,206395003,"Intraventricular (nontraumatic) hemorrhage, grade 1, of fetus and newborn",SNOMED,Condition
T283,8,45599355,T28.3,Burn of internal genitourinary organs,ICD10 code,4111360,284192008,Burn of urogenital structure,SNOMED,Condition
T342,8,45599382,T34.2,Frostbite with tissue necrosis of thorax,ICD10 code,4020018,212927002,Frostbite with tissue necrosis of thorax,SNOMED,Condition
Z617,8,45600340,Z61.7,Personal frightening experience in childhood,ICD10 code,,,,,
B973,8,45600472,B97.3,Retrovirus as the cause of diseases classified to other chapters,ICD10 code,433694,105635000,Disease due to Retroviridae,SNOMED,Condition
C463,8,45600502,C46.3,Kaposi's sarcoma of lymph nodes,ICD10 code,312846,109391009,Kaposi's sarcoma of lymph nodes,SNOMED,Condition
E342,8,45600655,E34.2,"Ectopic hormone secretion, not elsewhere classified",ICD10 code,433441,8659000,Ectopic production of endocrine substance,SNOMED,Measurement
F648,8,45600758,F64.8,Other gender identity disorders,ICD10 code,439701,191787001,Psychosexual identity disorder,SNOMED,Condition
G03,8,45600768,G03,Meningitis due to other and unspecified causes,ICD10 Hierarchy,435785,7180009,Meningitis,SNOMED,Condition
L603A,8,45601226,L60.3,Nail dystrophy,ICD10 code,4336254,87065009,Dystrophia unguium,SNOMED,Condition
N748,8,45601747,N74.8,Female pelvic inflammatory disorders in other diseases classified elsewhere,ICD10 code,4056331,198241002,Female tuberculous pelvic inflammatory disease,SNOMED,Condition
P269,8,45601931,P26.9,Unspecified pulmonary hemorrhage originating in the perinatal period,ICD10 code,257375,414822009,Neonatal pulmonary hemorrhage,SNOMED,Condition
Q560,8,45601968,Q56.0,"Hermaphroditism, not elsewhere classified",ICD10 code,4028941,237821001,Hermaphroditism,SNOMED,Condition
Q738,8,45601981,Q73.8,Other reduction defects of unspecified limb(s),ICD10 code,138538,67341007,Longitudinal deficiency of limb,SNOMED,Condition
Q828O,8,45601989,Q82.8,Other specified congenital malformations of skin,ICD10 code,132446,199879009,Congenital anomaly of skin,SNOMED,Condition
S597,8,45602933,S59.7,Multiple injuries of forearm,ICD10 code,4056159,210558001,Massive multi tissue damage lower arm,SNOMED,Condition
T650,8,45604479,T65.0,Toxic effect of cyanides,ICD10 code,435697,66207005,Toxic effect of cyanide,SNOMED,Condition
U049,8,45604597,U04.9,"Severe acute respiratory syndrome, unspecified",ICD10 code,320651,398447004,Severe acute respiratory syndrome,SNOMED,Condition
Z273,8,45605113,Z27.3,Need for immunization against diphtheria-tetanus-pertussis with poliomyelitis [DTP + polio],ICD10 code,4015724,170536002,Vaccination required,SNOMED,Observation
B43,8,45605236,B43,Chromomycosis and phaeomycotic abscess,ICD10 Hierarchy,437796,187079000,Chromoblastomycosis,SNOMED,Condition
B831,8,45605248,B83.1,Gnathostomiasis,ICD10 code,442343,44086001,Infection by Gnathostoma,SNOMED,Condition
B871,8,45605249,B87.1,Wound myiasis,ICD10 code,4345918,240880004,Wound myiasis,SNOMED,Condition
L817A,8,45605998,L81.7,Pigmented purpuric dermatosis,ICD10 code,4067764,20343006,Pigmented purpuric lichenoid dermatitis of Gougerot and Blum,SNOMED,Condition
M363,8,45606215,M36.3,Arthropathy in other blood disorders,ICD10 code,79102,23961005,Arthropathy associated with a hematological disorder,SNOMED,Condition
M680,8,45606301,M68.0,Synovitis and tenosynovitis in bacterial diseases classified elsewhere,ICD10 code,74728,202900007,Synovitis and tenosynovitis,SNOMED,Condition
M910,8,45606453,M91.0,Juvenile osteochondrosis of pelvis,ICD10 code,4029633,13658006,Juvenile osteochondrosis of pelvis,SNOMED,Condition
S071,8,45606945,S07.1,Crushing injury of skull,ICD10 code,4057350,211537004,Crushing injury of skull,SNOMED,Condition
S333,8,45607220,S33.3,Dislocation of other and unspecified parts of lumbar spine and pelvis,ICD10 code,435624,125613003,Traumatic dislocation of pelvis,SNOMED,Condition
S835F,8,45608523,S83.5,Sprain and strain involving (anterior) (posterior) cruciate ligament of knee,ICD10 code,74189,60058008,Sprain of cruciate ligament of knee,SNOMED,Condition
T1420,8,45608754,T14.2,Fracture of unspecified body region,ICD10 code,75053,125605004,Fracture of bone,SNOMED,Condition
G56,8,45755385,G56,Mononeuropathies of upper limb,ICD10 Hierarchy,43531027,609591000,Mononeuropathy of upper limb,SNOMED,Condition
K61,8,45755440,K61,Abscess of anal and rectal regions,ICD10 Hierarchy,4326601,75236001,Anorectal abscess,SNOMED,Condition
T81,8,45756006,T81,"Complications of procedures, not elsewhere classified",ICD10 Hierarchy,442019,116224001,Complication of procedure,SNOMED,Condition
Z51,8,45756211,Z51,Other medical care,ICD10 Hierarchy,4172515,277132007,Therapeutic procedure,SNOMED,Procedure
001A,8,,,,,,,,,
038C,8,,,,,,,,,
041AB,8,,,,,,,,,
153G,8,,,,,,,,,
154A,8,,,,,,,,,
173D,8,,,,,,,,,
203A,8,,,,,,,,,
212D,8,,,,,,,,,
238C,8,,,,,,,,,
241X,8,,,,,,,,,
242A,8,,,,,,,,,
272W,8,,,,,,,,,
286D,8,,,,,,,,,
30480,8,,,,,,,,,
317X,8,,,,,,,,,
318B,8,,,,,,,,,
333W,8,,,,,,,,,
348D,8,,,,,,,,,
361W,8,,,,,,,,,
366D,8,,,,,,,,,
384C,8,,,,,,,,,
433D,8,,,,,,,,,
446H,8,,,,,,,,,
453B,8,,,,,,,,,
455W,8,,,,,,,,,
461X,8,,,,,,,,,
464A,8,,,,,,,,,
527C,8,,,,,,,,,
531B,8,,,,,,,,,
531D,8,,,,,,,,,
540B,8,,,,,,,,,
555B,8,,,,,,,,,
593H,8,,,,,,,,,
599X,8,,,,,,,,,
605X,8,,,,,,,,,
618E,8,,,,,,,,,
627A,8,,,,,,,,,
644BA,8,,,,,,,,,
666BB,8,,,,,,,,,
671E,8,,,,,,,,,
701A,8,,,,,,,,,
714X,8,,,,,,,,,
724B,8,,,,,,,,,
737D,8,,,,,,,,,
746G,8,,,,,,,,,
751C,8,,,,,,,,,
782D,8,,,,,,,,,
811A,8,,,,,,,,,
813C,8,,,,,,,,,
860A,8,,,,,,,,,
883A,8,,,,,,,,,
921D,8,,,,,,,,,
UA45A,8,,,,,,,,,
UA5251,8,,,,,,,,,
R822,7,45534466,,Biliuria,,435080,,Biliuria,SNOMED,
R830,7,45582726,,"Abnormal findings in cerebrospinal fluid, abnormal level of enzymes",,4172067,,Abnormal enzyme levels in cerebrospinal fluid,SNOMED,
C441W,7,45532903,C44.1,"Malignant neoplasm of skin of eyelid, including canthus",ICD10 code,435755,94021008,Primary malignant neoplasm of skin of eyelid,SNOMED,Condition
D24,7,45532979,D24,Benign neoplasm of breast,ICD10 code,72576,269485000,Benign tumor of breast,SNOMED,Condition
E002,7,45533005,E00.2,"Congenital iodine-deficiency syndrome, mixed type",ICD10 code,4130026,237565000,Congenital iodine deficiency syndrome - mixed type,SNOMED,Condition
E308,7,45533030,E30.8,Other disorders of puberty,ICD10 code,4028939,237812002,Disorder of puberty,SNOMED,Condition
E713D,7,45533037,E71.3,Disorders of fatty-acid metabolism,ICD10 code,435233,39929009,Disorder of fatty acid metabolism,SNOMED,Condition
F2990,7,45533099,F29,Unspecified nonorganic psychosis,ICD10 code,436073,69322001,Psychotic disorder,SNOMED,Condition
G808W,7,45533168,G80.8,Other infantile cerebral palsy,ICD10 code,4134120,128188000,Cerebral palsy,SNOMED,Condition
H1612,7,45533242,H16.1,Other superficial keratitis without conjunctivitis,ICD10 code,374643,27019000,Superficial keratitis,SNOMED,Condition
K83,7,45533622,K83,Other diseases of biliary tract,ICD10 Hierarchy,197917,105997008,Disorder of biliary tract,SNOMED,Condition
M65,7,45533890,M65,Synovitis and tenosynovitis,ICD10 Hierarchy,74728,202900007,Synovitis and tenosynovitis,SNOMED,Condition
M901,7,45534078,M90.1,Periostitis in other infectious diseases classified elsewhere,ICD10 code,440822,41910004,Periostitis,SNOMED,Condition
N11,7,45534121,N11,Chronic tubulo-interstitial nephritis,ICD10 Hierarchy,4264718,60926001,Chronic interstitial nephritis,SNOMED,Condition
O2233,7,45534179,O22.3,Deep phlebothrombosis in pregnancy,ICD10 code,435887,49956009,Antepartum deep vein thrombosis,SNOMED,Condition
R02,7,45534421,R02,"Gangrene, not elsewhere classified",ICD10 code,439928,372070002,Gangrenous disorder,SNOMED,Condition
S197,7,45534657,S19.7,Multiple injuries of neck,ICD10 code,4057181,212486001,Multiple injuries of neck,SNOMED,Condition
T471,7,45536819,T47.1,Poisoning by other antacids and anti-gastric-secretion drugs,ICD10 code,441198,35279005,Poisoning by antacid AND/OR antigastric secretion drug,SNOMED,Condition
B35,7,45537760,B35,Dermatophytosis,ICD10 Hierarchy,135473,47382004,Dermatophytosis,SNOMED,Condition
B880W,7,45537777,B88.0,Other acariasis,ICD10 code,436634,187214007,Acariasis,SNOMED,Condition
G30P,7,45538101,G30,Alzheimer's disease,ICD10 Hierarchy,378419,26929004,Alzheimer's disease,SNOMED,Condition
G72,7,45538135,G72,Other myopathies,ICD10 Hierarchy,137275,129565002,Disorder of muscle,SNOMED,Condition
G98-P,7,45538151,G98,"Other disorders of nervous system, not elsewhere classified",ICD10 code,376337,118940003,Disorder of nervous system,SNOMED,Condition
I72,7,45538441,I72,Other aneurysm,ICD10 Hierarchy,4332246,432119003,Aneurysm,SNOMED,Condition
L42,7,45538573,L42,Pityriasis rosea,ICD10 code,141371,77252004,Pityriasis rosea,SNOMED,Condition
L548,7,45538576,L54.8,Erythema in other diseases classified elsewhere,ICD10 code,40481101,444827008,Erythema of skin,SNOMED,Condition
L814D,7,45538585,L81.4,Other melanin hyperpigmentation,ICD10 code,4172432,49765009,Hyperpigmentation of skin,SNOMED,Condition
M46,7,45538764,M46,Other inflammatory spondylopathies,ICD10 Hierarchy,133295,202649003,Inflammatory spondylopathy,SNOMED,Condition
M907H,7,45539003,M90.7,Fracture of bone in neoplastic disease,ICD10 code,4067766,203449003,Fracture of bone in neoplastic disease,SNOMED,Condition
R12,7,45539318,R12,Heartburn,ICD10 code,23325,16331000,Heartburn,SNOMED,Condition
R233D,7,45539326,R23.3,Spontaneous ecchymoses,ICD10 code,438252,302228007,Spontaneous ecchymosis,SNOMED,Condition
T410,7,45541523,T41.0,Poisoning by inhaled anesthetics,ICD10 code,443224,269268004,Central nervous system depressants and anesthetic agent poisoning,SNOMED,Condition
B180B,7,45542555,B18.0,Chronic viral hepatitis B with delta-agent,ICD10 code,192240,235869004,Chronic viral hepatitis B with hepatitis D,SNOMED,Condition
D805,7,45542720,D80.5,Immunodeficiency with increased immunoglobulin M [IgM],ICD10 code,432287,82286005,Hyperimmunoglobulin M syndrome,SNOMED,Condition
E63-P,7,45542758,E63,Other nutritional deficiencies,ICD10 Hierarchy,435227,70241007,Nutritional deficiency,SNOMED,Condition
F176,7,45542823,F17.6,"Mental and behavioral disorders due to use of tobacco, amnesic syndrome",ICD10 code,4146763,30310000,Nicotine-induced organic mental disorder,SNOMED,Condition
F178,7,45542824,F17.8,"Mental and behavioral disorders due to use of tobacco, other mental and behavioral disorders",ICD10 code,4146763,30310000,Nicotine-induced organic mental disorder,SNOMED,Condition
F843,7,45542869,F84.3,Other childhood disintegrative disorder,ICD10 code,441535,71961003,Childhood disintegrative disorder,SNOMED,Condition
K382,7,45543304,K38.2,Diverticulum of appendix,ICD10 code,4069772,21692001,Diverticulum of appendix,SNOMED,Condition
N72,7,45543889,N72,Inflammatory disease of cervix uteri,ICD10 code,444078,37610005,Inflammation of cervix,SNOMED,Condition
O2110,7,45543916,O21.1,Hyperemesis gravidarum with metabolic disturbance,ICD10 code,436485,199025001,Hyperemesis gravidarum with metabolic disturbance,SNOMED,Condition
O2440,7,45543922,O24.4,Diabetes mellitus arising in pregnancy,ICD10 code,4024659,11687002,Gestational diabetes mellitus,SNOMED,Condition
O2441,7,45543922,O24.4,Diabetes mellitus arising in pregnancy,ICD10 code,4024659,11687002,Gestational diabetes mellitus,SNOMED,Condition
O332,7,45543957,O33.2,Maternal care for disproportion due to inlet contraction of pelvis,ICD10 code,77621,199409004,Inlet pelvic contraction - delivered,SNOMED,Condition
O649,7,45544015,O64.9,"Obstructed labor due to malposition and malpresentation, unspecified",ICD10 code,194100,199747008,Obstructed labor due to fetal malposition,SNOMED,Condition
Q741C,7,45544115,Q74.1,Congenital malformation of knee,ICD10 code,73872,61293001,Congenital deformity of knee joint,SNOMED,Condition
S2731,7,45544450,S27.3,Other injuries of lung,ICD10 code,4201174,316358009,Injury of lung,SNOMED,Condition
Z135G,7,45547288,Z13.5,Special screening examination for eye and ear disorders,ICD10 code,4167406,274412005,Eye disorder screening,SNOMED,Procedure
Z305N,7,45547300,Z30.5,Surveillance of (intrauterine) contraceptive device,ICD10 code,4086928,243818000,IUCD status,SNOMED,Observation
Z624,7,45547332,Z62.4,Emotional neglect of child,ICD10 code,4179332,52184009,Parent-child problem,SNOMED,Observation
A391,7,45547404,A39.1,Waterhouse-Friderichsen syndrome,ICD10 code,434275,36102002,Waterhouse-Friderichsen syndrome,SNOMED,Condition
C85,7,45547547,C85,Other and unspecified types of non-Hodgkin's lymphoma,ICD10 Hierarchy,432571,118600007,Malignant lymphoma,SNOMED,Condition
G032,7,45547726,G03.2,Benign recurrent meningitis [Mollaret],ICD10 code,4219348,81981006,Benign multirecurrent endothelioleukocytal meningitis,SNOMED,Condition
I6491,7,45548032,I64,"Stroke, not specified as hemorrhage or infarction",ICD10 code,381316,230690007,Cerebrovascular accident,SNOMED,Condition
J01EA01,7,45548098,J01,Acute sinusitis,ICD10 Hierarchy,260123,15805002,Acute sinusitis,SNOMED,Condition
L01AA06,7,45548179,L01,Impetigo,ICD10 Hierarchy,140480,48277006,Impetigo,SNOMED,Condition
L01AX03,7,45548179,L01,Impetigo,ICD10 Hierarchy,140480,48277006,Impetigo,SNOMED,Condition
M211C,7,45548347,M21.1,"Varus deformity, not elsewhere classified",ICD10 code,133857,17230005,Acquired deformity of limb,SNOMED,Condition
O3410,7,45548752,O34.1,Maternal care for tumor of corpus uteri,ICD10 code,196758,223003,Tumor of body of uterus affecting pregnancy,SNOMED,Condition
Q385X,7,45548897,Q38.5,"Congenital malformations of palate, not elsewhere classified",ICD10 code,4027567,128336000,Congenital anomaly of palate,SNOMED,Condition
Q766,7,45548931,Q76.6,Other congenital malformations of ribs,ICD10 code,74468,123572006,Congenital anomaly of rib,SNOMED,Condition
