source_code,source_description
NHK54,"Vinklings-, rotations- eller förskjutningsosteotomi på fotled eller fot, talus"
NHK55,"Vinklings-, rotations- eller förskjutningsosteotomi på fotled eller fot, kalkaneus"
NHK56,"Vinklings-, rotations- eller förskjutningsosteotomi på fotled eller fot, annat tarsalben"
NHK57,"Vinklings-, rotations- eller förskjutningsosteotomi på fotled eller fot, metatarsalben"
NHK58,"Vinklings-, rotations- eller förskjutningsosteotomi på fotled eller fot, tå"
NHK60,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, laterala malleolen"
NHK61,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, mediala malleolen"
NHK62,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, båda malleolerna"
NHK63,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, båda malleolerna och bakre tibiakanten"
NHK64,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, talus"
NHK65,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, kalkaneus"
NHK66,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, annat tarsalben"
NHK67,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, metatarsalben"
NHK68,"Förkortnings- eller förlängningsosteotomi på fotled eller fot, tå"
NHK70,"Bentransportoperation på fotled eller fot, laterala malleolen"
NHK71,"Bentransportoperation på fotled eller fot, mediala malleolen"
NHK72,"Bentransportoperation på fotled eller fot, båda malleolerna"
NHK73,"Bentransportoperation på fotled eller fot, båda malleolerna och bakre tibiakanten"
NHK74,"Bentransportoperation på fotled eller fot, talus"
NHK75,"Bentransportoperation på fotled eller fot, kalkaneus"
NHK76,"Bentransportoperation på fotled eller fot, annat tarsalben"
NHK77,"Bentransportoperation på fotled eller fot, metatarsalben"
NHK78,"Bentransportoperation på fotled eller fot, tå"
NHK80,"Epifysdistraktion på fotled eller fot, laterala malleolen"
NHK81,"Epifysdistraktion på fotled eller fot, mediala malleolen"
NHK82,"Epifysdistraktion på fotled eller fot, båda malleolerna"
NHK83,"Epifysdistraktion på fotled eller fot, båda malleolerna och bakre tibiakanten"
NHK84,"Epifysdistraktion på fotled eller fot, talus"
NHK85,"Epifysdistraktion på fotled eller fot, kalkaneus"
NHK86,"Epifysdistraktion på fotled eller fot, annat tarsalben"
NHK87,"Epifysdistraktion på fotled eller fot, metatarsalben"
NHK88,"Epifysdistraktion på fotled eller fot, tå"
NHK90,"Annan operation på ben i fotled eller fot, laterala malleolen"
NHK91,"Annan operation på ben i fotled eller fot, mediala malleolen"
NHK92,"Annan operation på ben i fotled eller fot, båda malleolerna"
NHK93,"Annan operation på ben i fotled eller fot, båda malleolerna och bakre tibiakanten"
NHK94,"Annan operation på ben i fotled eller fot, talus"
NHK95,"Annan operation på ben i fotled eller fot, kalkaneus"
NHK96,"Annan operation på ben i fotled eller fot, annat tarsalben"
NHK97,"Annan operation på ben i fotled eller fot, metatarsalben"
NHK98,"Annan operation på ben i fotled eller fot, tå"
NHL09,Friläggning av muskel i fotled eller fot
NHL19,Sutur eller rekonstruktion av muskel i fotled eller fot
NHL29,Transposition av muskel i fotled eller fot
NHL39,Myotomi eller tenotomi i fotled eller fot
NHL49,Sutur eller reinsertion av sena i fotled eller fot
NHL59,Tenolys eller tenosynovektomi i fotled eller fot
NHL69,"Tenodes, förkortning eller förlängning av sena i fotled eller fot"
NHL79,Excision av muskel eller sena i fotled eller fot
NHL89,Transposition av sena i fotled eller fot
NHL99,Annan operation på muskel eller sena i fotled eller fot
NHM09,Fasciotomi på fotled eller fot
NHM19,Partiell eller total excision av fascia i fotled eller fot
NHM29,Sutur av fascia eller senskida i fotled eller fot
NHM39,Excision av ganglion i fotled eller fot
NHM49,Klyvning av senskida i fotled eller fot
NHM59,Partiell excision av senskida i fotled eller fot
NHM79,Excision av bursa i fotled eller fot
NHM99,"Annan operation på fascia, senskida eller bursa i fotled eller fot"
NHN09,Autotransplantation av ben till fotled eller fot
NHN19,Homotransplantation av ben till fotled eller fot
NHN29,Heterotransplantation av ben till fotled eller fot
NHN39,Transplantation av sena till fotled eller fot
NHN49,"Transplantation av brosk, periost eller fascia till fotled eller fot"
NHN99,Annan transplantation till fotled eller fot
NHP09,Replantation av tå
NHP19,Autotransplantation eller transposition av tå
NHP29,Replantation av fot
NHP99,Annan replantation i fotled eller fot
NHQ09,Exartikulation i talokruralled
NHQ11,Talokrural amputation
NHQ12,Transtarsal amputation
NHQ13,Tarsometatarsal amputation
NHQ14,Transmetatarsal amputation
NHQ16,Total amputation av tå
NHQ17,Partiell amputation av tå
NHQ29,Revision av amputations- eller exartikulationsstump
NHQ99,Annan amputation eller relaterad operation på fotled eller fot
NHR09,Intralesionell excision av mjukdelstumör i fotled eller fot
NHR19,Marginell excision av mjukdelstumör i fotled eller fot
NHR29,Vid excision av mjukdelstumör i fotled eller fot
NHR39,Kompartmentell excision av mjukdelstumör i fotled eller fot
NHR49,Intralesionell excision av ben- eller brosktumör i fotled eller fot
NHR59,Marginell excision av ben- eller brosktumör i fotled eller fot
NHR69,Vid excision av ben- eller brosktumör i fotled eller fot
NHR79,Kompartmentell excision av ben- eller brosktumör i fotled eller fot
NHR99,Annan operation för tumör i fotled eller fot
NHS09,Incision och debridering vid mjukdelsinfektion i fotled eller fot
NHS19,Incision och debridering vid septisk artrit i fotled eller fot
NHS29,Incision och debridering vid osteit i fot
NHS39,Incision och debridering vid mjukdelsinfektion i fotled eller fot med implantation av läkemedel (i)
NHS49,Incision och debridering vid septisk artrit i fotled eller fot med implantation av läkemedel (i)
NHS59,Incision och debridering vid osteit i fot med implantation av läkemedel (i)
NHS99,Annan operation vid infektion i fotled eller fot
NHT09,Avlägsnande av främmande material från vävnad i fotled eller fot
NHT19,Mobilisering av fotens leder
NHT39,"Korrektion av deformitet i fotled eller fot med användande av muskel, sena eller ligament"
NHT49,Korrektion av deformitet i fotled eller fot med användande av extern eller intern fixation
NHT99,Annan operation på fotled eller fot
NHU09,Extraktion av del- eller halvprotes från fotled
NHU19,Extraktion av totalprotes från fotled
NHU29,Extraktion av protes från annan led i fot
NHU39,Extraktion av externt fixationsmaterial från fotled eller fot
NHU49,Extraktion av internt fixationsmaterial från fotled eller fot
NHU69,Extraktion av ligamentprotes från fotled eller fot
NHU89,Extraktion av implantat för infektionsbehandling från fotled eller fot
NHU99,Extraktion av annat implantat från fotled eller fot
NHW49,Sutur av sårruptur i fotled eller fot
NHW59,Reoperation för ytlig infektion i fotled eller fot
NHW69,Reoperation för djup infektion i fotled eller fot
NHW79,Reoperation för ytlig blödning i fotled eller fot
NHW89,Reoperation för djup blödning i fotled eller fot
NHW99,Annan reoperation på fotled eller fot
NXL00,Muskelbiopsi
NXW49,Reoperation av sårruptur av annan angiven region av muskuloskeletala systemet
NXW59,Reoperation för ytlig infektion i annan angiven region av muskuloskeletala systemet
NXW69,Reoperation för djup infektion i annan angiven region av muskuloskeletala systemet
NXW79,Reoperation för ytlig blödning i annan angiven region av muskuloskeletala systemet
NXW89,Reoperation för djup blödning i annan angiven region av muskuloskeletala systemet
NXW99,Annan reoperation på annan angiven region av muskuloskeletala systemet
PAA10,Exploration av truncus brachiocephalicus
PAA20,Exploration av a carotis communis
PAA21,Exploration av a carotis interna
PAA30,Exploration av a subclavia
PAA99,Exploration av annan artär avgående från aortabågen eller dess grenar
PAB10,Ligatur av truncus brachiocephalicus
PAB20,Ligatur av a carotis communis
PAB21,Ligatur av a carotis interna
PAB22,Ligatur av a carotis externa
PAB30,Ligatur av a subclavia
PAB40,Ligatur av a vertebralis
PAB99,Ligatur av annan artär avgående från aortabågen eller dess grenar
PAC10,Sutur av truncus brachiocephalicus
PAC20,Sutur av a carotis communis
PAC21,Sutur av a carotis interna
PAC30,Sutur av a subclavia
PAC99,Sutur av annan artär avgående från aortabågen eller dess grenar
PAE10,Trombektomi eller embolektomi i truncus brachiocephalicus
PAE25,Trombektomi eller embolektomi i a carotis
PAE30,Trombektomi eller embolektomi i a subclavia
PAE99,Trombektomi eller embolektomi i annan artär avgående från aortabågen eller dess grenar
PAF10,Trombendartärektomi i truncus brachiocephalicus
PAF20,Trombendartärektomi i a carotis communis
PAF21,Trombendartärektomi i a carotis interna
PAF22,Trombendartärektomi i a carotis externa
PAF30,Trombendartärektomi i a subclavia
PAF40,Trombendartärektomi i a vertebralis
PAF99,Trombendartärektomi i annan artär avgående från aortabågen eller dess grenar
PAG10,Aneurysmoperation på truncus brachiocephalicus
PAG20,Aneurysmoperation på a carotis communis
PAG21,Aneurysmoperation på a carotis interna
PAG30,Aneurysmoperation på a subclavia
PAG99,Aneurysmoperation på annan artär avgående från aortabågen eller dess grenar
PAH10,Bypass från truncus brachiocephalicus
PAH20,Bypass från a carotis communis
PAH21,Bypass från a carotis interna
PAH25,Bypass från a carotis till a subclavia
PAH30,Bypass från a subclavia
PAH99,Bypass från annan artär avgående från aortabågen eller dess grenar
PAJ30,Transposition av a subclavia
PAJ40,Transposition av a vertebralis
PAJ99,Transposition av annan artär avgående från aortabågen eller dess grenar
PAK10,Reimplantation av truncus brachiocephalicus
PAK20,Reimplantation av a carotis communis
PAK21,Reimplantation av a carotis interna
PAK30,Reimplantation av a subclavia
PAK40,Reimplantation av a vertebralis
PAK99,Reimplantation av annan artär avgående från aortabågen eller dess grenar
PAM21,Slutning av fistel från a carotis interna
PAM22,Slutning av fistel från a carotis externa
PAM30,Slutning av fistel från a subclavia
PAM99,Slutning av annan fistel från artär avgående från aortabågen eller dess grenar
PAN10,Plastik på truncus brachiocephalicus
PAN20,Plastik på a carotis communis
PAN21,Plastik på a carotis interna
PAN30,Plastik på a subclavia
PAN40,Plastik på a vertebralis
PAN99,Plastik på annan artär avgående från aortabågen eller dess grenar
PAP10,Perkutan plastik på truncus brachiocephalicus
PAP20,Perkutan plastik på a carotis communis
PAP21,Perkutan plastik på a carotis interna
PAP30,Perkutan plastik på a subclavia
PAP99,Perkutan plastik på annan artär avgående från aortabågen eller dess grenar
PAQ10,Inläggande av stent i truncus brachiocephalicus
PAQ20,Inläggande av stent i a carotis communis
PAQ21,Inläggande av stent i a carotis interna
PAQ30,Inläggande av stent i a subclavia
PAQ99,Inläggande av stent i annan artär avgående från aortabågen eller dess grenar
PAR10,Uttagning av stent från truncus brachiocephalicus
PAR20,Uttagning av stent från a carotis communis
PAR21,Uttagning av stent från a carotis interna
PAR30,Uttagning av stent från a subclavia
PAR99,Uttagning av stent från annan artär avgående från aortabågen eller dess grenar
PAT30,Injektion av läkemedel i eller perkutan ocklusion av a subclavia (i)
PAT99,Injektion av läkemedel i eller perkutan ocklusion av annan artär avgående från aortabågen eller dess grenar (i)
PAU70,Exploration av tidigare rekonstruktion på artärer avgående från aortabågen eller dess grenar
PAU74,"Trombektomi eller embolektomi i bypass från a carotis, a subclavia eller a axillaris"
PAU80,"Perkutan slutning av kvarstående a-v fistel i bypass från a carotis, a subclavia eller a axillaris"
PAU81,"Slutning av kvarstående a-v fistel i bypass från a carotis, a subclavia eller a axillaris"
PAU88,"Exstirpation av bypass från a carotis, a subclavia eller a axillaris"
PAU99,Annan operation inom tidigare rekonstruktion på artärer avgående från aortabågen eller dess grenar
PAW23,Temporalisbiopsi
PAW99,Annan operation på artärer avgående från aortabågen eller dess grenar
PBA10,Exploration av a axillaris
PBA20,Exploration av a brachialis
PBA30,Exploration av a radialis eller a ulnaris
PBA99,Exploration av annan artär i övre extremitet
PBB10,Ligatur av a axillaris
PBB20,Ligatur av a brachialis
PBB30,Ligatur av a radialis eller a ulnaris
PBB99,Ligatur av annan artär i övre extremitet
PBC10,Sutur av a axillaris
PBC20,Sutur av a brachialis
PBC30,Sutur av a radialis eller a ulnaris
PBC99,Sutur av annan artär i övre extremitet
PBE10,Trombektomi eller embolektomi i a axillaris
PBE20,Trombektomi eller embolektomi i a brachialis
PBE30,Trombektomi eller embolektomi i a radialis eller a ulnaris
PBE99,Trombektomi eller embolektomi i annan artär i övre extremitet
PBF10,Trombendartärektomi i a axillaris
PBF20,Trombendartärektomi i a brachialis
PBF99,Trombendartärektomi i annan artär i övre extremitet
PBG10,Aneurysmoperation på a axillaris
PBG20,Aneurysmoperation på a brachialis
PBG99,Aneurysmoperation på annan artär i övre extremitet
PBH10,Bypass från a axillaris
PBH20,Bypass från a brachialis
PBH99,Bypass från annan artär i övre extremitet
PBL10,Anläggande av a-v fistel från a axillaris
PBL20,Anläggande av a-v fistel från a brachialis
PBL30,Anläggande av a-v fistel från a radialis eller a ulnaris
PBL99,Anläggande av a-v fistel från annan artär i övre extremitet
PBM10,Slutning av a-v fistel från a axillaris
PBM20,Slutning av a-v fistel från a brachialis
PBM30,Slutning av a-v fistel från a radialis eller a ulnaris
PBM99,Slutning av a-v fistel från annan artär i övre extremitet
PBN10,Plastik på a axillaris
PBN20,Plastik på a brachialis
PBN99,Plastik på annan artär i övre extremitet
PBP10,Perkutan plastik på a axillaris
PBP20,Perkutan plastik på a brachialis
PBP99,Perkutan plastik på annan artär i övre extremitet
PBQ10,Inläggande av stent i a axillaris
PBQ20,Inläggande av stent i a brachialis
PBQ30,Inläggande av stent i a radialis eller a ulnaris
PBQ99,Inläggande av stent i annan artär i övre extremitet
PBR10,Uttagning av stent från a axillaris
PBR20,Uttagning av stent från a brachialis
PBR30,Uttagning av stent från a radialis eller a ulnaris
PBR99,Uttagning av stent från annan artär i övre extremitet
PBT10,Injektion av läkemedel i eller perkutan ocklusion av a axillaris
PBT20,Injektion av läkemedel i eller perkutan ocklusion av a brachialis
PBT99,Injektion av läkemedel i eller perkutan ocklusion av annan artär i övre extremiteter
PBU70,Exploration av tidigare rekonstruktion på artärer i övre extremitet
PBU74,Trombektomi i a-v fistel från artär i övre extremitet
PBU80,Perkutan slutning av kvarstående a-v fistel i bypass från artär i övre extremitet
PBU81,Slutning av kvarstående a-v fistel i bypass från artär i övre extremitet
PBU82,Plastik på a-v fistel från artär i övre extremitet
PBU83,Perkutan plastik på a-v fistel från artärer i övre extremitet
PBU87,Injektion av terapeutisk substans i a-v fistel från artär i övre extremitet (i)
PBU88,Exstirpation av bypass från artär i övre extremitet
PBU89,Ligatur av bypass från artär i övre extremitet
PBU99,Annan operation inom tidigare rekonstruktion på artärer i övre extremitet
PBW99,Annan operation på artärer i övre extremitet
PCA40,Exploration av a renalis
PCA99,Exploration av annan visceralartär
PCB20,Ligatur av truncus coeliacus och dess grenar
PCB30,Ligatur av a mesenterica superior
PCB40,Ligatur av a renalis
PCB99,Ligatur av annan visceralartär
PCC10,Sutur av bukaorta (supraceliakalt eller juxtarenalt)
PCC20,Sutur av truncus coeliacus och dess grenar
PCC30,Sutur av a mesenterica superior
PCC40,Sutur av a renalis
PCC99,Sutur av annan visceralartär
PCE30,Trombektomi eller embolektomi i a mesenterica superior
PCE40,Trombektomi eller embolektomi i a renalis
PCE99,Trombektomi eller embolektomi i annan visceralartär
PCF20,Trombendartärektomi i truncus coeliacus och dess grenar
PCF30,Trombendartärektomi i a mesenterica superior
PCF40,Trombendartärektomi i a renalis
PCF99,Trombendartärektomi i annan visceralartär
PCG10,Aneurysmoperation på bukaorta (supraceliakalt eller juxtarenalt)
PCG20,Aneurysmoperation på truncus coeliacus och dess grenar
PCG30,Aneurysmoperation på a mesenterica superior
PCG40,Aneurysmoperation på a renalis
PCG99,Aneurysmoperation på annan visceralartär
PCH10,Bypass från bukaorta (supraceliakalt eller juxtarenalt)
PCH20,Bypass från truncus coeliacus och dess grenar
PCH30,Bypass från a mesenterica superior
PCH40,Bypass från a renalis
PCH99,Bypass från annan visceralartär
PCJ30,Transposition av a mesenterica superior
PCJ40,Transposition av a renalis
PCJ99,Transposition av annan visceralartär
PCK20,Reimplantation av truncus coeliacus och dess grenar
PCK30,Reimplantation av a mesenterica superior
PCK40,Reimplantation av a renalis
PCK50,Reimplantation av a mesenterica inferior
PCK99,Reimplantation av annan visceralartär
PCN20,Plastik på truncus coeliacus och dess grenar
PCN30,Plastik på a mesenterica superior
PCN40,Plastik på a renalis
PCN99,Plastik på annan visceralartär
PCP20,Perkutan plastik på truncus coeliacus och dess grenar
PCP30,Perkutan plastik på a mesenterica superior
PCP40,Perkutan plastik på a renalis
PCP99,Perkutan plastik på annan visceralartär
PCQ10,Inläggande av stent i suprarenala bukaorta
PCQ20,Inläggande av stent i truncus coeliacus och dess grenar
PCQ30,Inläggande av stent i a mesenterica superior
PCQ40,Inläggande av stent i a renalis
PCQ99,Inläggande av stent i annan visceralartär
PCR10,Uttagning av stent från suprarenala bukaorta
PCR20,Uttagning av stent från truncus coeliacus och dess grenar
PCR30,Uttagning av stent från a mesenterica superior
PCR40,Uttagning av stent från a renalis
PCR99,Uttagning av stent från annan visceralartär
PCS40,Endoskopisk operation på a renalis
PCS99,Endoskopisk operation på annan visceralartär
PCT20,Injektion av läkemedel i eller perkutan ocklusion av truncus coeliacus och dess grenar (i)
PCT30,Injektion av läkemedel i eller perkutan ocklusion av a mecenterica superior (i)
PCT40,Injektion av läkemedel i eller perkutan ocklusion av a renalis (i)
PCT99,Injektion av läkemedel i eller perkutan ocklusion av annan visceralartär (i)
PCU70,Exploration av tidigare rekonstruktion på suprarenala bukaorta eller visceralartärer
PCU74,Trombektomi eller embolektomi i bypass från suprarenala bukaorta eller till visceralartärer
PCU80,Perkutan slutning av kvarstående a-v fistel i bypass från bukaorta eller visceralartärer
PCU81,Slutning av kvarstående a-v fistel i bypass från bukaorta eller visceralartärer
PCU82,Plastik på bypass från suprarenala bukaorta
PCU83,Perkutan plastik på bypass från suprarenala bukaorta eller visceralartärer
PCU84,Inläggande av stent i bypass från suprarenala bukaorta eller visceralartärer
PCU85,Uttagning av stent från bypass från suprarenala bukaorta eller visceralartärer
PCU86,Endoskopisk operation på bypass från suprarenala bukaorta eller visceralartärer
PCU87,Injektion av läkemedel i bypass från suprarenala bukaorta eller visceralartärer (i)
PCU88,Exstirpation av bypass från suprarenala bukaorta eller visceralartärer
PCU99,Annan operation inom tidigare rekonstruktion på suprarenala bukaorta eller visceralartärer
PCW99,Annan operation på suprarenala bukaorta eller visceralartärer
PDA10,Exploration av infrarenala bukaorta
PDA30,Exploration av a iliaca
PDC10,Sutur av infrarenala bukaorta
PDC30,Sutur av a iliaca
PDE10,Trombektomi eller embolektomi i infrarenala bukaorta
PDE30,Trombektomi eller embolektomi i a iliaca
PDF10,Trombendartärektomi i infrarenala bukaorta
PDF30,Trombendartärektomi i a iliaca
PDG10,Aneurysmoperation på infrarenala bukaorta
PDG20,Aneurysmoperation med aorto-iliakal bypass
PDG21,Aneurysmoperation med aorto-biiliakal bypass
PDG22,Aneurysmoperation med aortoiliakal eller aortofemoral bypass
PDG23,Aneurysmoperation med aorto-femoral bypass
PDG24,Aneurysmoperation med aorto-bifemoral bypass
PDG30,Aneurysmoperation på a iliaca
PDG35,Aneurysmoperation med iliako-femoral bypass
PDG99,Aneurysmoperation på infrarenala bukaorta eller a iliaca med annan bypass
PDH10,Bypass från infrarenala bukaorta
PDH20,Aortoiliakal bypass
PDH21,Aortobiiliakal bypass
PDH22,Aortoiliakal eller aortofemoral bypass
PDH23,Aortofemoral bypass
PDH24,Aortobifemoral bypass
PDH30,Bypass från a iliaca
PDH35,Iliakofemoral bypass
PDH99,Annan bypass från infrarenala bukaorta eller a iliaca
PDN10,Plastik på infrarenala bukaorta
PDN30,Plastik på a iliaca
PDP10,Perkutan plastik på infrarenala bukaorta
PDP30,Perkutan plastik på a iliaca
PDQ10,Inläggande av stent i infrarenala bukaorta
PDQ21,Inläggande av aortobiiliakal stent
PDQ30,Inläggande av stent i a iliaca
PDR10,Uttagning av stent från infrarenala bukaorta
PDR21,Uttagning av aortobiiliakal stent
PDR30,Uttagning av stent från a iliaca
PDS10,Endoskopisk operation på infrarenala bukaorta
PDS30,Endoskopisk operation på a iliaca
PDT10,Injektion av läkemedel i eller perkutan ocklusion av infrarenala bukaorta (i)
PDT30,Injektion av läkemedel i eller perkutan ocklusion av a iliaca (i)
PDU70,Exploration av tidigare rekonstruktion på infrarenala bukaorta eller a iliaca
PDU74,Trombektomi eller embolektomi i bypass från infrarenala bukaorta eller a iliaca
PDU80,Perkutan slutning av kvarstående a-v fistel i bypass från infrarenala bukaorta eller a iliaca
PDU81,Slutning av kvarstående a-v fistel i bypass från infrarenala bukaorta eller a iliaca
PDU82,Plastik på bypass från infrarenala bukaorta eller a iliaca
PDU83,Perkutan plastik på bypass från infrarenala bukaorta eller a iliaca
PDU84,Inläggande av stent i bypass från infrarenala bukaorta eller a iliaca
PDU85,Uttagning av stent från bypass från infrarenala bukaorta eller a iliaca
PDU86,Endoskopisk operation på bypass från infrarenala bukaorta eller a iliaca
PDU87,Injektion av läkemedel  i bypass från infrarenala bukaorta eller a iliaca (i)
PDU88,Exstirpation av bypass från infrarenala bukaorta eller a iliaca
PDU99,Annan operation inom tidigare rekonstruktion på infrarenala bukaorta eller a iliaca samt operationer därifrån och perifert
PDW99,Operationer på infrarenala bukaorta eller a iliaca samt ingrepp därifrån och perifert
PEA10,Exploration av a femoralis communis
PEA11,Exploration av a profunda femoris
PEA12,Exploration av a femoralis superficialis
PEC10,Sutur av a femoralis communis
PEC11,Sutur av a profunda femoris
PEC12,Sutur av a femoralis superficialis
PEE10,Trombektomi eller embolektomi i a femoralis communis
PEE11,Trombektomi eller embolektomi i a profunda femoris
PEE12,Trombektomi eller embolektomi i a femoralis superficialis
PEF10,Trombendartärektomi i a femoralis communis
PEF11,Trombendartärektomi i a profunda femoris
PEF12,Trombendartärektomi i a femoralis superficialis
PEG10,Aneurysmoperation på a femoralis communis
PEG11,Aneurysmoperation på a profunda femoris
PEG12,Aneurysmoperation på a femoralis superficialis
PEH10,Bypass från a femoralis communis
PEH11,Bypass från a profunda femoris
PEH12,Bypass från a femoralis superficialis
PEH20,Bypass från a femoralis till a poplitea ovan knäleden
PEH30,Bypass från a femoralis till a poplitea nedom knäleden
PEL10,Anläggande av a-v fistel från a femoralis
PEM10,Slutning av a-v fistel från a femoralis
PEN10,Plastik på a femoralis communis
PEN11,Plastik på a profunda femoris
PEN12,Plastik på a femoralis superficialis
PEP10,Perkutan plastik på a femoralis communis
PEP11,Perkutan plastik på a profunda femoris
PEP12,Perkutan plastik på a femoralis superficialis
PEQ10,Inläggande av stent i a femoralis communis
PEQ11,Inläggande av stent i a profunda femoris
PEQ12,Inläggande av stent i a femoralis superficialis
PER10,Uttagning av stent från a femoralis communis
PER11,Uttagning av stent från a profunda femoris
PER12,Uttagning av stent från a femoralis superficialis
PES10,Endoskopisk operation på a femoralis communis
PES11,Endoskopisk operation på a profunda femoris
PES12,Endoskopisk operation på a femoralis superficialis
PET10,Injektion av läkemedel i eller perkutan ocklusion av a femoralis communis (i)
PET11,Injektion av läkemedel i eller perkutan ocklusion av a profunda femoris (i)
PET12,Injektion av läkemedel i eller perkutan ocklusion av a femoralis superficialis
PEU70,Exploration av tidigare rekonstruktion på arteria femoralis eller dess grenar till a poplitea
PEU74,Trombektomi eller embolektomi i bypass från a femoralis till a poplitea
PEU76,Aneurysmoperation på bypass från a femoralis till a poplitea
PEU80,Perkutan slutning av kvarstående a-v fistel i bypass från a femoralis till a poplitea
PEU81,Ligatur av kvarstående a-v fistel efter bypass från a femoralis
PEU82,Plastik på bypass från a femoralis och dess grenar
PEU83,Perkutan plastik på bypass från a femoralis och dess grenar
PEU84,Inläggande av stent i bypass från a femoralis till a poplitea
PEU85,Uttagning av stent från bypass från a femoralis till a poplitea
PEU86,Endoskopisk operation på bypass från a femoralis till a poplitea
PEU87,Injektion av läkemedel i bypass från a femoralis eller a poplitea (i)
PEU88,Exstirpation av bypass från a femoralis
PEU89,Ligatur av bypass från a femoralis
PEU99,Annan operation inom tidigare rekonstruktion på arteria femoralis och dess grenar samt operationer därifrån till a poplitea
PEW99,Annan operation på arteria femoralis och dess grenar samt operationer därifrån till a poplitea
PFA10,Exploration av a poplitea
PFA30,Exploration av underbens- eller fotartär
PFB10,Ligatur av a poplitea
PFB30,Ligatur av underbens- eller fotartär
PFC10,Sutur av a poplitea
PFE10,Trombektomi eller embolektomi i a poplitea
PFE30,Trombektomi eller embolektomi i underbens- eller fotartär
PFG10,Aneurysmoperation på a poplitea
PFH10,Bypass från a poplitea
PFH20,Bypass från a femoralis eller a poplitea till underbensartär
PFH21,Bypass från a femoralis eller a poplitea till a tibialis anterior (proximalt)
PFH22,Bypass från a femoralis eller a poplitea till a tibialis anterior
PFH23,Bypass från a femoralis eller a poplitea till truncus tibiofibularis
PFH24,Bypass från a femoralis eller a poplitea till a tibialis posterior (proximalt)
PFH25,Bypass från a femoralis eller a poplitea till a tibialis posterior
PFH26,Bypass från a femoralis eller a poplitea till a fibularis (proximalt)
PFH27,Bypass från a femoralis eller a poplitea till a fibularis
PFH28,Bypass från a femoralis eller a poplitea till a dorsalis pedis
PFH29,Bypass från a femoralis eller a poplitea till a tibialis posterior på foten
PFH99,Annan bypass från a femoralis eller a poplitea
PFL90,Anläggande av a-v fistel i underben eller fot
PFL95,Modifiering av distal bypass-anastomos i underben eller fot för att öka flödet
PFN10,Plastik på a poplitea
PFP10,Perkutan plastik på a poplitea
PFP30,Perkutan plastik på underbens- eller fotartär
PFQ10,Inläggande av stent i a poplitea
PFQ30,Inläggande av stent i underbensartär
PFR10,Uttagning av stent från a poplitea
PFR30,Uttagning av stent från underbensartär
PFS10,Endoskopisk operation på a poplitea
PFT10,Injektion av läkemedel i eller perkutan ocklusion av a poplitea (i)
PFT30,Injektion av läkemedel i eller perkutan ocklusion av a underbensartär (i)
PFT87,Injektion av läkemedel i eller perkutan ocklusion av bypass från a femoralis eller a poplitea
PFU70,"Exploration av tidigare bypass från a femoralis eller a poplitea till infrapopliteala artärer eller rekonstruktion av a poplitea, underbens- och fotartär"
PFU74,Trombektomi i bypass från a femoralis eller a poplitea
PFU76,Aneurysmoperation på bypass från a femoralis eller a poplitea
PFU80,Perkutan slutning av kvarstående a-v fistel i bypass från a femoralis eller a poplitea till infrapopliteala artärer
PFU81,Slutning av kvarstående a-v fistel i bypass från a femoralis eller a poplitea till infrapopliteala artärer
PFU82,Plastik på bypass från a femoralis eller a poplitea till infrapopliteala artärer
PFU83,Perkutan plastik på bypass från a femoralis eller a poplitea
PFU84,Inläggande av stent i bypass från a femoralis eller a poplitea
PFU85,Uttagning av stent från bypass från a femoralis eller a poplitea
PFU86,Endoskopisk operation på bypass från a femoralis eller a poplitea
PFU87,Injektion av läkemedel i bypass från a femoralis eller a poplitea (i)
PFU88,Exstirpation av bypass från a femoralis eller a poplitea
PFU89,Ligatur av bypass från a femoralis eller a poplitea
PFU99,Annan operation inom tidigare rekonstruktion på arteria femoralis eller a poplitea
PFW99,Annan operation från arteria femoralis till infrapopliteala artärer samt operationer på a poplitea eller artärer på underben eller fot
PGH10,Axilloaxillär crossover bypass
PGH20,Axilloiliakal bypass
PGH21,Axillobiiliakal bypass
PGH22,Axillofemoral bypass
PGH23,Axillobifemoral bypass
PGH30,Iliakofemoral crossover bypass
PGH31,Iliakofemoral bypass via foramen obturatum
PGH40,Femorofemoral bypass
PGH99,Annan extra-anatomisk bypass-operation
PGU70,Exploration av extra-anatomisk bypass
PGU74,Trombektomi i bypass på extra-anatomiskt förlopp
PGU76,Aneurysmoperation på bypass på extra-anatomiskt förlopp
PGU83,Perkutan plastik på bypass på extra-anatomiskt förlopp
PGU84,Inläggande av stent i bypass på extra-anatomiskt förlopp
PGU85,Uttagning av stent från bypass på extra-anatomiskt förlopp
PGU86,Endoskopisk operation på bypass på extra-anatomiskt förlopp
PGU87,Injektion av läkemedel i bypass på extra-anatomiskt förlopp (i)
PGU88,Exstirpation av bypass på extra-anatomiskt förlopp
PGU89,Ligatur av bypass på extra-anatomiskt förlopp
