source_code,intermediate_code,intermediate_concept_id,intermediate_name,intermediate_vocabulary,target_concept_id,target_name,target_vocabulary
Y2003,Y20,45756503,"Hanging, strangulation and suffocation, undetermined intent",ICD10,45756503,,ICD10
Y2080,Y20,45756503,"Hanging, strangulation and suffocation, undetermined intent",ICD10,45756503,,ICD10
Y2101,Y21,45756504,"Drowning and submersion, undetermined intent",ICD10,45756504,,ICD10
Y2198,Y21,45756504,"Drowning and submersion, undetermined intent",ICD10,45756504,,ICD10
Y2199,Y21,45756504,"Drowning and submersion, undetermined intent",ICD10,45756504,,ICD10
Y2231,Y22,45756505,"Handgun discharge, undetermined intent causing accidental injury",ICD10,45756505,,ICD10
Y2208,Y22,45756505,"Handgun discharge, undetermined intent causing accidental injury",ICD10,45756505,,ICD10
Y2381,Y23,45756506,"Rifle, shotgun and larger firearm discharge, undetermined intent causing accidental injury",ICD10,45756506,,ICD10
Y2388,Y23,45756506,"Rifle, shotgun and larger firearm discharge, undetermined intent causing accidental injury",ICD10,45756506,,ICD10
Y2309,Y23,45756506,"Rifle, shotgun and larger firearm discharge, undetermined intent causing accidental injury",ICD10,45756506,,ICD10
V3469,V34,45756424,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,ICD10,45756424,,ICD10
Y2404,Y24,45756507,"Other and unspecified firearm discharge, undetermined intent causing accidental injury",ICD10,45756507,,ICD10
Y2401,Y24,45756507,"Other and unspecified firearm discharge, undetermined intent causing accidental injury",ICD10,45756507,,ICD10
Y2400,Y24,45756507,"Other and unspecified firearm discharge, undetermined intent causing accidental injury",ICD10,45756507,,ICD10
Y2459,Y24,45756507,"Other and unspecified firearm discharge, undetermined intent causing accidental injury",ICD10,45756507,,ICD10
Y2439,Y24,45756507,"Other and unspecified firearm discharge, undetermined intent causing accidental injury",ICD10,45756507,,ICD10
Y2559,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2520,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2503,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2522,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2519,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2589,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2500,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2540,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2528,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2590,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2529,Y25,45756508,"Contact with explosive material, undetermined intent causing accidental injury",ICD10,45756508,,ICD10
Y2651,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
Y2603,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
V3490,V34,45756424,Occupant of three-wheeled motor vehicle injured in collision with heavy transport vehicle or bus,ICD10,45756424,,ICD10
Y2692,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
Y2659,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
Y2693,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
Y2691,Y26,45756509,"Exposure to smoke, fire and flames, undetermined intent causing accidental injury",ICD10,45756509,,ICD10
Y2783,Y27,45756510,"Contact with steam, hot vapors and hot objects, undetermined intent causing accidental injury",ICD10,45756510,,ICD10
Y2730,Y27,45756510,"Contact with steam, hot vapors and hot objects, undetermined intent causing accidental injury",ICD10,45756510,,ICD10
Y2762,Y27,45756510,"Contact with steam, hot vapors and hot objects, undetermined intent causing accidental injury",ICD10,45756510,,ICD10
Y2733,Y27,45756510,"Contact with steam, hot vapors and hot objects, undetermined intent causing accidental injury",ICD10,45756510,,ICD10
V3394,V33,45756421,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",ICD10,45756421,,ICD10
Y2731,Y27,45756510,"Contact with steam, hot vapors and hot objects, undetermined intent causing accidental injury",ICD10,45756510,,ICD10
Y2842,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2868,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3343,V33,45756421,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",ICD10,45756421,,ICD10
Y2812,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2810,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2893,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3300,V33,45756421,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",ICD10,45756421,,ICD10
Y289,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3358,V33,45756421,"Occupant of three-wheeled motor vehicle injured in collision with car, pick-up truck or van",ICD10,45756421,,ICD10
Y2859,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3212,V32,45756358,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,ICD10,45756358,,ICD10
Y2814,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3259,V32,45756358,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,ICD10,45756358,,ICD10
Y2853,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2818,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3299,V32,45756358,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,ICD10,45756358,,ICD10
Y2854,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2841,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
V3201,V32,45756358,Occupant of three-wheeled motor vehicle injured in collision with two- or three-wheeled motor vehicle,ICD10,45756358,,ICD10
Y2824,Y28,45756511,"Contact with sharp object, undetermined intent causing accidental injury",ICD10,45756511,,ICD10
Y2941,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
Y2920,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
V3179,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y2983,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
Y2923,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
Y2919,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
Y2913,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
Y2949,Y29,45756512,"Contact with blunt object, undetermined intent causing accidental injury",ICD10,45756512,,ICD10
V3174,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y3098,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3090,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3091,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3004,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3001,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
V3151,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y3042,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3069,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3039,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3038,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3013,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3062,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3082,Y30,45756513,"Falling, jumping or pushed from a high place, undetermined intent causing accidental injury",ICD10,45756513,,ICD10
Y3183,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
Y3153,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
V3103,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y3129,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
Y3113,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
Y3143,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
Y3121,Y31,45756514,"Falling, lying or running before or into moving object, undetermined intent causing accidental injury",ICD10,45756514,,ICD10
Y3298,Y32,45756515,"Crashing of motor vehicle, undetermined intent causing accidental injury",ICD10,45756515,,ICD10
Y3289,Y32,45756515,"Crashing of motor vehicle, undetermined intent causing accidental injury",ICD10,45756515,,ICD10
V3159,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y3242,Y32,45756515,"Crashing of motor vehicle, undetermined intent causing accidental injury",ICD10,45756515,,ICD10
Y3248,Y32,45756515,"Crashing of motor vehicle, undetermined intent causing accidental injury",ICD10,45756515,,ICD10
V3190,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
V3114,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
V3102,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
V3154,V31,45756351,Occupant of three-wheeled motor vehicle injured in collision with pedal cycle,ICD10,45756351,,ICD10
Y3352,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
V3059,V30,45756344,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,ICD10,45756344,,ICD10
V3009,V30,45756344,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,ICD10,45756344,,ICD10
Y3341,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3340,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y33,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
V3000,V30,45756344,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,ICD10,45756344,,ICD10
V3001,V30,45756344,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,ICD10,45756344,,ICD10
V3079,V30,45756344,Occupant of three-wheeled motor vehicle injured in collision with pedestrian or animal,ICD10,45756344,,ICD10
V2952,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3374,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3314,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
V293,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3313,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3312,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
V2962,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3318,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3358,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3351,Y33,45756516,"Other specified events, undetermined intent causing accidental injury",ICD10,45756516,,ICD10
Y3434,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
V2993,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3483,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3422,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3452,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3458,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y342,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3448,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3469,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3468,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
V2918,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
V2913,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3440,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3438,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
V2910,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
V2954,V29,45756342,Motorcycle rider injured in other and unspecified transport accidents,ICD10,45756342,,ICD10
Y3470,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
Y3414,Y34,45756517,"Unspecified event, undetermined intent causing accidental injury",ICD10,45756517,,ICD10
V280,V28,45756341,Motorcycle rider injured in noncollision transport accident,ICD10,45756341,,ICD10
Y352,Y35,45600230,Legal intervention,ICD10,45600230,,ICD10
V2793,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
V27,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
V2792,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
V2728,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
V2733,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
Y414,Y41,45756527,Adverse effects in the therapeutic use of other systemic anti-infectives and antiparasitics,ICD10,45756527,,ICD10
V2732,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
V2743,V27,45756276,Motorcycle rider injured in collision with fixed or stationary object,ICD10,45756276,,ICD10
Y436,Y43,45756549,Adverse effects in the therapeutic use of primarily systemic agents,ICD10,45756549,,ICD10
Y43,Y43,45756549,Adverse effects in the therapeutic use of primarily systemic agents,ICD10,45756549,,ICD10
Y44,Y44,45756550,Adverse effects in the therapeutic use of agents primarily affecting blood constituents,ICD10,45756550,,ICD10
Y442Y,Y44,45756550,Adverse effects in the therapeutic use of agents primarily affecting blood constituents,ICD10,45756550,,ICD10
Y46,Y46,45756552,Adverse effects in the therapeutic use of antiepileptics and antiparkinsonism drugs,ICD10,45756552,,ICD10
Y473,Y47,45756553,"Adverse effects in the therapeutic use of sedatives, hypnotics and antianxiety drugs",ICD10,45756553,,ICD10
V2130,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V2141,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V214,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
Y512,Y51,45756582,Adverse effects in the therapeutic use of drugs primarily affecting the autonomic nervous system,ICD10,45756582,,ICD10
V2159,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V2190,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V2121,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V2109,V21,45756228,Motorcycle rider injured in collision with pedal cycle,ICD10,45756228,,ICD10
V2092,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2098,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2023,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2011,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2002,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2058,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2051,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
V2094,V20,45756226,Motorcycle rider injured in collision with pedestrian or animal,ICD10,45756226,,ICD10
Y54,Y54,45756615,Adverse effects in the therapeutic use of agents primarily affecting water-balance and mineral and uric acid metabolism,ICD10,45756615,,ICD10
V196,V19,45756225,Pedal cyclist injured in other and unspecified transport accidents,ICD10,45756225,,ICD10
V193,V19,45756225,Pedal cyclist injured in other and unspecified transport accidents,ICD10,45756225,,ICD10
V1963,V19,45756225,Pedal cyclist injured in other and unspecified transport accidents,ICD10,45756225,,ICD10
V1953,V19,45756225,Pedal cyclist injured in other and unspecified transport accidents,ICD10,45756225,,ICD10
V182,V18,45756224,Pedal cyclist injured in noncollision transport accident,ICD10,45756224,,ICD10
V181,V18,45756224,Pedal cyclist injured in noncollision transport accident,ICD10,45756224,,ICD10
V1852,V18,45756224,Pedal cyclist injured in noncollision transport accident,ICD10,45756224,,ICD10
Y5799,Y57,45756618,Adverse effects in the therapeutic use of other and unspecified drugs and medicaments,ICD10,45756618,,ICD10
Y589X,Y58,45756619,Adverse effects in the therapeutic use of bacterial vaccines,ICD10,45756619,,ICD10
Y590E,Y59,45756621,Adverse effects in the therapeutic use of other and unspecified vaccines and biological substances,ICD10,45756621,,ICD10
Y590D,Y59,45756621,Adverse effects in the therapeutic use of other and unspecified vaccines and biological substances,ICD10,45756621,,ICD10
Y592,Y59,45756621,Adverse effects in the therapeutic use of other and unspecified vaccines and biological substances,ICD10,45756621,,ICD10
Y605Y,Y60,45756642,"Injury due to unintentional cut, puncture, perforation or hemorrhage during surgical and medical care",ICD10,45756642,,ICD10
Y613,Y61,45561576,Injury due to foreign object accidentally left in body during surgical and medical care,ICD10,45561576,,ICD10
Y63,Y63,45595440,Injury due to failure in dosage during surgical and medical care,ICD10,45595440,,ICD10
Y69,Y69,45605058,Injury due to unspecified misadventure during surgical and medical care,ICD10,45605058,,ICD10
Y72,Y72,45756683,Otorhinolaryngological devices associated with adverse incidents,ICD10,45756683,,ICD10
V11,V11,45756178,Pedal cyclist injured in collision with other pedal cycle,ICD10,45756178,,ICD10
Y738Y,Y73,45756684,Gastroenterology and urology devices associated with adverse incidents,ICD10,45756684,,ICD10
V1193,V11,45756178,Pedal cyclist injured in collision with other pedal cycle,ICD10,45756178,,ICD10
V1120,V11,45756178,Pedal cyclist injured in collision with other pedal cycle,ICD10,45756178,,ICD10
V119,V11,45756178,Pedal cyclist injured in collision with other pedal cycle,ICD10,45756178,,ICD10
V1123,V11,45756178,Pedal cyclist injured in collision with other pedal cycle,ICD10,45756178,,ICD10
W2632,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2613,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2644,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2730,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2731,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2624,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2668,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2713,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2650,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2654,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2628,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2664,W26,45756279,"Contact with knife, sword or dagger causing accidental injury",ICD10,45756279,,ICD10
W2531,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2532,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W276,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W279,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2551,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2714,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2748,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2561,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2721,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2758,W27,45756280,Contact with nonpowered hand tool causing accidental injury,ICD10,45756280,,ICD10
W2579,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2820,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2851,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2573,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W280,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2838,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2572,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2571,W25,45756278,Contact with sharp glass causing accidental injury,ICD10,45756278,,ICD10
W2872,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2850,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2442,W24,45756277,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury",ICD10,45756277,,ICD10
W2829,W28,45756281,Contact with powered lawnmower causing accidental injury,ICD10,45756281,,ICD10
W2429,W24,45756277,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury",ICD10,45756277,,ICD10
W2444,W24,45756277,"Contact with lifting and transmission devices, not elsewhere classified causing accidental injury",ICD10,45756277,,ICD10
V01,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V010,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0100,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0101,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0102,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0103,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0104,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0108,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0109,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0110,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0111,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0112,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0113,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0114,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0118,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0119,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0121,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0128,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0129,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0190,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0191,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0192,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0193,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0194,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0198,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0199,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V01AA,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V01AA02,V01,45756133,Pedestrian injured in collision with pedal cycle,ICD10,4053554,Railway and road transport accidents,SNOMED
V02,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0200,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0201,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0202,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0208,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0209,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
V0210,V02,45756134,Pedestrian injured in collision with two- or three-wheeled motor vehicle,ICD10,4053554,Railway and road transport accidents,SNOMED
