source_code,source_description
SF040,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning utan tillskott av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF041,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning utan tillskott av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF042,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning utan tillskott av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF043,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning utan tillskott av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF044,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning utan tillskott av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF100,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF101,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF102,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF103,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF104,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF110,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF111,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF112,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF113,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF114,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF120,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF121,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF122,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF123,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF124,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF130,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF131,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF132,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF133,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF134,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF140,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF141,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF142,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF143,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF144,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Spontanandning med tillägg av oxygen. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF200,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF201,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF202,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF203,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF204,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF210,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF211,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF212,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF213,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF214,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF220,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF221,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF222,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF223,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF224,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF230,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF231,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF232,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF233,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF234,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF240,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF241,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF242,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF243,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation.
SF244,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Manuell luftvägskontroll med mask. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF300,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF301,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF302,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF303,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF304,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF310,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF311,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF312,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF313,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF314,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF320,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF321,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF322,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF323,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF324,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF330,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF331,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF332,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF333,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF334,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF340,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF341,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF342,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF343,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF344,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Supraglottisk luftväg. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF400,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF401,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF402,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF403,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF404,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF410,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF411,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF412,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF413,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF414,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF420,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF421,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF422,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF423,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF424,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF430,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF431,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF432,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF433,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF434,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF440,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF441,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF442,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF443,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF444,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Oral intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF500,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Ingen.
SF501,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Intravenöst.
SF502,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Inhalation.
SF503,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF504,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Ingen. Huvudsakligt underhåll av analgesi: Regional.
SF510,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF511,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF512,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF513,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF514,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF520,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF521,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF522,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF523,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF524,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Intravenöst med relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF530,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF531,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF532,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF533,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF534,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation utan relaxation. Huvudsakligt underhåll av analgesi: Regional.
SF540,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Ingen.
SF541,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Intravenöst.
SF542,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Inhalation.
SF543,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Kombination av intravenöst och inhalation
SF544,Generell anestesi och sedering. Induktion: Rektal. Luftvägskontroll med: Nasal intubation. Huvudsakligt underhåll av narkos/sedering: Inhalation med relaxation. Huvudsakligt underhåll av analgesi: Regional.
